PurchaseOrderID,MaterialID,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,UnitCost,TotalCost,Status
PO000220,M06,S03,Vindhya Herb Traders,2022-03-14,2022-03-29,2022-03-29,40,280.0,11200.0,Delivered On Time
PO000221,M06,S03,Vindhya Herb Traders,2022-04-11,2022-04-26,2022-05-03,40,280.0,11200.0,Delivered Late
PO000222,M06,S03,Vindhya Herb Traders,2022-05-02,2022-05-17,2022-05-17,50,280.0,14000.0,Delivered On Time
PO000223,M06,S03,Vindhya Herb Traders,2022-05-23,2022-06-07,2022-06-07,50,280.0,14000.0,Delivered On Time
PO000224,M06,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,50,280.0,14000.0,Delivered On Time
PO000225,M06,S03,Vindhya Herb Traders,2022-07-04,2022-07-19,2022-07-19,50,280.0,14000.0,Delivered On Time
PO000226,M06,S03,Vindhya Herb Traders,2022-07-18,2022-08-02,2022-08-02,40,280.0,11200.0,Delivered On Time
PO000227,M06,S03,Vindhya Herb Traders,2022-08-01,2022-08-16,2022-08-16,40,280.0,11200.0,Delivered On Time
PO000228,M06,S03,Vindhya Herb Traders,2022-08-22,2022-09-06,2022-09-06,30,280.0,8400.0,Delivered On Time
PO000229,M06,S03,Vindhya Herb Traders,2022-09-26,2022-10-11,2022-10-11,30,280.0,8400.0,Delivered On Time
PO000230,M06,S03,Vindhya Herb Traders,2022-10-31,2022-11-15,2022-11-15,30,280.0,8400.0,Delivered On Time
PO000231,M06,S03,Vindhya Herb Traders,2022-12-19,2023-01-03,2023-01-03,40,280.0,11200.0,Delivered On Time
PO000232,M06,S03,Vindhya Herb Traders,2023-01-30,2023-02-14,2023-02-14,40,280.0,11200.0,Delivered On Time
PO000233,M06,S03,Vindhya Herb Traders,2023-03-06,2023-03-21,2023-03-21,40,280.0,11200.0,Delivered On Time
PO000234,M06,S03,Vindhya Herb Traders,2023-04-10,2023-04-25,2023-04-25,40,280.0,11200.0,Delivered On Time
PO000235,M06,S03,Vindhya Herb Traders,2023-04-24,2023-05-09,2023-05-09,40,280.0,11200.0,Delivered On Time
PO000236,M06,S03,Vindhya Herb Traders,2023-05-15,2023-05-30,2023-05-30,40,280.0,11200.0,Delivered On Time
PO000237,M06,S03,Vindhya Herb Traders,2023-05-29,2023-06-13,2023-06-13,40,280.0,11200.0,Delivered On Time
PO000238,M06,S03,Vindhya Herb Traders,2023-06-12,2023-06-27,2023-06-27,40,280.0,11200.0,Delivered On Time
PO000239,M06,S03,Vindhya Herb Traders,2023-07-03,2023-07-18,2023-07-18,50,280.0,14000.0,Delivered On Time
PO000240,M06,S03,Vindhya Herb Traders,2023-07-17,2023-08-01,2023-08-01,40,280.0,11200.0,Delivered On Time
PO000241,M06,S03,Vindhya Herb Traders,2023-08-07,2023-08-22,2023-08-22,50,280.0,14000.0,Delivered On Time
PO000242,M06,S03,Vindhya Herb Traders,2023-09-11,2023-09-26,2023-09-26,40,280.0,11200.0,Delivered On Time
PO000243,M06,S03,Vindhya Herb Traders,2023-10-23,2023-11-07,2023-11-07,30,280.0,8400.0,Delivered On Time
PO000244,M06,S03,Vindhya Herb Traders,2023-12-11,2023-12-26,2023-12-26,40,280.0,11200.0,Delivered On Time
PO000245,M06,S03,Vindhya Herb Traders,2024-01-22,2024-02-06,2024-02-06,40,280.0,11200.0,Delivered On Time
PO000246,M06,S03,Vindhya Herb Traders,2024-02-19,2024-03-05,2024-03-05,30,280.0,8400.0,Delivered On Time
PO000247,M06,S03,Vindhya Herb Traders,2024-03-11,2024-03-26,2024-03-26,40,280.0,11200.0,Delivered On Time
PO000248,M06,S03,Vindhya Herb Traders,2024-04-08,2024-04-23,2024-04-23,40,280.0,11200.0,Delivered On Time
PO000249,M06,S03,Vindhya Herb Traders,2024-04-22,2024-05-07,2024-05-07,50,280.0,14000.0,Delivered On Time
PO000250,M06,S03,Vindhya Herb Traders,2024-05-06,2024-05-21,2024-05-21,50,280.0,14000.0,Delivered On Time
PO000251,M06,S03,Vindhya Herb Traders,2024-05-20,2024-06-04,2024-06-04,50,280.0,14000.0,Delivered On Time
PO000252,M06,S03,Vindhya Herb Traders,2024-06-03,2024-06-18,2024-06-18,40,280.0,11200.0,Delivered On Time
PO000253,M06,S03,Vindhya Herb Traders,2024-06-17,2024-07-02,2024-07-02,40,280.0,11200.0,Delivered On Time
PO000254,M06,S03,Vindhya Herb Traders,2024-07-01,2024-07-16,2024-07-16,50,280.0,14000.0,Delivered On Time
PO000255,M06,S03,Vindhya Herb Traders,2024-07-15,2024-07-30,2024-07-30,40,280.0,11200.0,Delivered On Time
PO000256,M06,S03,Vindhya Herb Traders,2024-07-29,2024-08-13,2024-08-13,40,280.0,11200.0,Delivered On Time
PO000257,M06,S03,Vindhya Herb Traders,2024-08-12,2024-08-27,2024-08-27,40,280.0,11200.0,Delivered On Time
PO000258,M06,S03,Vindhya Herb Traders,2024-09-09,2024-09-24,2024-09-24,40,280.0,11200.0,Delivered On Time
PO000259,M06,S03,Vindhya Herb Traders,2024-10-28,2024-11-12,2024-11-19,40,280.0,11200.0,Delivered Late
PO000260,M06,S03,Vindhya Herb Traders,2024-12-02,2024-12-17,2024-12-17,40,280.0,11200.0,Delivered On Time
PO000261,M07,S03,Vindhya Herb Traders,2022-01-10,2022-01-25,2022-01-25,110,310.0,34100.0,Delivered On Time
PO000262,M07,S03,Vindhya Herb Traders,2022-02-21,2022-03-08,2022-03-08,110,310.0,34100.0,Delivered On Time
PO000263,M07,S03,Vindhya Herb Traders,2022-04-04,2022-04-19,2022-04-19,120,310.0,37200.0,Delivered On Time
PO000264,M07,S03,Vindhya Herb Traders,2022-05-09,2022-05-24,2022-05-24,110,310.0,34100.0,Delivered On Time
PO000265,M07,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,110,310.0,34100.0,Delivered On Time
PO000266,M07,S03,Vindhya Herb Traders,2022-07-18,2022-08-02,2022-08-02,110,310.0,34100.0,Delivered On Time
PO000267,M07,S03,Vindhya Herb Traders,2022-08-15,2022-08-30,2022-08-30,130,310.0,40300.0,Delivered On Time
PO000268,M07,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-20,110,310.0,34100.0,Delivered On Time
PO000269,M07,S03,Vindhya Herb Traders,2022-09-19,2022-10-04,2022-10-04,110,310.0,34100.0,Delivered On Time
PO000270,M07,S03,Vindhya Herb Traders,2022-10-10,2022-10-25,2022-10-25,150,310.0,46500.0,Delivered On Time
PO000271,M07,S03,Vindhya Herb Traders,2022-10-24,2022-11-08,2022-11-08,120,310.0,37200.0,Delivered On Time
PO000272,M07,S03,Vindhya Herb Traders,2022-11-07,2022-11-22,2022-11-22,170,310.0,52700.0,Delivered On Time
PO000273,M07,S03,Vindhya Herb Traders,2022-11-21,2022-12-06,2022-12-06,120,310.0,37200.0,Delivered On Time
PO000274,M07,S03,Vindhya Herb Traders,2022-12-05,2022-12-20,2022-12-20,120,310.0,37200.0,Delivered On Time
PO000275,M07,S03,Vindhya Herb Traders,2022-12-19,2023-01-03,2023-01-03,110,310.0,34100.0,Delivered On Time
PO000276,M07,S03,Vindhya Herb Traders,2023-01-09,2023-01-24,2023-01-24,120,310.0,37200.0,Delivered On Time
PO000277,M07,S03,Vindhya Herb Traders,2023-02-13,2023-02-28,2023-02-28,120,310.0,37200.0,Delivered On Time
PO000278,M07,S03,Vindhya Herb Traders,2023-03-20,2023-04-04,2023-04-04,100,310.0,31000.0,Delivered On Time
PO000279,M07,S03,Vindhya Herb Traders,2023-04-24,2023-05-09,2023-05-09,110,310.0,34100.0,Delivered On Time
PO000280,M07,S03,Vindhya Herb Traders,2023-05-29,2023-06-13,2023-06-13,130,310.0,40300.0,Delivered On Time
PO000281,M07,S03,Vindhya Herb Traders,2023-06-26,2023-07-11,2023-07-11,110,310.0,34100.0,Delivered On Time
PO000282,M07,S03,Vindhya Herb Traders,2023-07-24,2023-08-08,2023-08-08,110,310.0,34100.0,Delivered On Time
PO000283,M07,S03,Vindhya Herb Traders,2023-08-21,2023-09-05,2023-09-05,120,310.0,37200.0,Delivered On Time
PO000284,M07,S03,Vindhya Herb Traders,2023-09-11,2023-09-26,2023-10-03,140,310.0,43400.0,Delivered Late
PO000285,M07,S03,Vindhya Herb Traders,2023-09-25,2023-10-10,2023-10-10,140,310.0,43400.0,Delivered On Time
PO000286,M07,S03,Vindhya Herb Traders,2023-10-09,2023-10-24,2023-10-24,150,310.0,46500.0,Delivered On Time
PO000287,M07,S03,Vindhya Herb Traders,2023-10-23,2023-11-07,2023-11-07,120,310.0,37200.0,Delivered On Time
PO000288,M07,S03,Vindhya Herb Traders,2023-11-06,2023-11-21,2023-11-21,140,310.0,43400.0,Delivered On Time
PO000289,M07,S03,Vindhya Herb Traders,2023-11-20,2023-12-05,2023-12-05,120,310.0,37200.0,Delivered On Time
PO000290,M07,S03,Vindhya Herb Traders,2023-12-04,2023-12-19,2023-12-19,110,310.0,34100.0,Delivered On Time
PO000291,M07,S03,Vindhya Herb Traders,2023-12-18,2024-01-02,2024-01-02,160,310.0,49600.0,Delivered On Time
PO000292,M07,S03,Vindhya Herb Traders,2024-01-01,2024-01-16,2024-01-16,160,310.0,49600.0,Delivered On Time
PO000293,M07,S03,Vindhya Herb Traders,2024-01-22,2024-02-06,2024-02-06,110,310.0,34100.0,Delivered On Time
PO000294,M07,S03,Vindhya Herb Traders,2024-02-26,2024-03-12,2024-03-19,120,310.0,37200.0,Delivered Late
PO000295,M07,S03,Vindhya Herb Traders,2024-04-01,2024-04-16,2024-04-16,130,310.0,40300.0,Delivered On Time
PO000296,M07,S03,Vindhya Herb Traders,2024-04-29,2024-05-14,2024-05-21,110,310.0,34100.0,Delivered Late
PO000297,M07,S03,Vindhya Herb Traders,2024-05-27,2024-06-11,2024-06-11,130,310.0,40300.0,Delivered On Time
PO000298,M07,S03,Vindhya Herb Traders,2024-06-24,2024-07-09,2024-07-09,130,310.0,40300.0,Delivered On Time
PO000299,M07,S03,Vindhya Herb Traders,2024-07-22,2024-08-06,2024-08-06,110,310.0,34100.0,Delivered On Time
PO000300,M07,S03,Vindhya Herb Traders,2024-08-12,2024-08-27,2024-08-27,110,310.0,34100.0,Delivered On Time
PO000301,M07,S03,Vindhya Herb Traders,2024-09-02,2024-09-17,2024-09-17,150,310.0,46500.0,Delivered On Time
PO000302,M07,S03,Vindhya Herb Traders,2024-09-16,2024-10-01,2024-10-01,160,310.0,49600.0,Delivered On Time
PO000303,M07,S03,Vindhya Herb Traders,2024-09-30,2024-10-15,2024-10-15,160,310.0,49600.0,Delivered On Time
PO000304,M07,S03,Vindhya Herb Traders,2024-10-14,2024-10-29,2024-10-29,140,310.0,43400.0,Delivered On Time
PO000305,M07,S03,Vindhya Herb Traders,2024-10-28,2024-11-12,2024-11-12,180,310.0,55800.0,Delivered On Time
PO000306,M07,S03,Vindhya Herb Traders,2024-11-18,2024-12-03,2024-12-03,120,310.0,37200.0,Delivered On Time
PO000307,M08,S03,Vindhya Herb Traders,2022-01-17,2022-02-01,2022-02-01,30,330.0,9900.0,Delivered On Time
PO000308,M08,S03,Vindhya Herb Traders,2022-02-14,2022-03-01,2022-03-01,40,330.0,13200.0,Delivered On Time
PO000309,M08,S03,Vindhya Herb Traders,2022-03-21,2022-04-05,2022-04-05,40,330.0,13200.0,Delivered On Time
PO000310,M08,S03,Vindhya Herb Traders,2022-04-18,2022-05-03,2022-05-03,30,330.0,9900.0,Delivered On Time
PO000311,M08,S03,Vindhya Herb Traders,2022-05-16,2022-05-31,2022-05-31,30,330.0,9900.0,Delivered On Time
PO000312,M08,S03,Vindhya Herb Traders,2022-06-06,2022-06-21,2022-06-21,30,330.0,9900.0,Delivered On Time
PO000313,M08,S03,Vindhya Herb Traders,2022-07-04,2022-07-19,2022-07-19,30,330.0,9900.0,Delivered On Time
PO000314,M08,S03,Vindhya Herb Traders,2022-08-01,2022-08-16,2022-08-16,40,330.0,13200.0,Delivered On Time
PO000315,M08,S03,Vindhya Herb Traders,2022-08-22,2022-09-06,2022-09-06,40,330.0,13200.0,Delivered On Time
PO000316,M08,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-20,30,330.0,9900.0,Delivered On Time
PO000317,M08,S03,Vindhya Herb Traders,2022-09-26,2022-10-11,2022-10-11,30,330.0,9900.0,Delivered On Time
PO000318,M08,S03,Vindhya Herb Traders,2022-10-17,2022-11-01,2022-11-01,30,330.0,9900.0,Delivered On Time
PO000319,M08,S03,Vindhya Herb Traders,2022-11-14,2022-11-29,2022-11-29,40,330.0,13200.0,Delivered On Time
PO000320,M08,S03,Vindhya Herb Traders,2022-12-19,2023-01-03,2023-01-03,40,330.0,13200.0,Delivered On Time
PO000321,M08,S03,Vindhya Herb Traders,2023-01-16,2023-01-31,2023-01-31,40,330.0,13200.0,Delivered On Time
PO000322,M08,S03,Vindhya Herb Traders,2023-02-20,2023-03-07,2023-03-07,40,330.0,13200.0,Delivered On Time
PO000323,M08,S03,Vindhya Herb Traders,2023-03-20,2023-04-04,2023-04-04,40,330.0,13200.0,Delivered On Time
PO000324,M08,S03,Vindhya Herb Traders,2023-04-10,2023-04-25,2023-04-25,30,330.0,9900.0,Delivered On Time
PO000325,M08,S03,Vindhya Herb Traders,2023-05-01,2023-05-16,2023-05-16,30,330.0,9900.0,Delivered On Time
PO000326,M08,S03,Vindhya Herb Traders,2023-05-29,2023-06-13,2023-06-13,30,330.0,9900.0,Delivered On Time
PO000327,M08,S03,Vindhya Herb Traders,2023-06-26,2023-07-11,2023-07-11,30,330.0,9900.0,Delivered On Time
PO000328,M08,S03,Vindhya Herb Traders,2023-07-24,2023-08-08,2023-08-08,40,330.0,13200.0,Delivered On Time
PO000329,M08,S03,Vindhya Herb Traders,2023-08-21,2023-09-05,2023-09-05,40,330.0,13200.0,Delivered On Time
PO000330,M08,S03,Vindhya Herb Traders,2023-09-04,2023-09-19,2023-09-19,30,330.0,9900.0,Delivered On Time
PO000331,M08,S03,Vindhya Herb Traders,2023-09-25,2023-10-10,2023-10-10,40,330.0,13200.0,Delivered On Time
PO000332,M08,S03,Vindhya Herb Traders,2023-10-23,2023-11-07,2023-11-07,30,330.0,9900.0,Delivered On Time
PO000333,M08,S03,Vindhya Herb Traders,2023-11-20,2023-12-05,2023-12-05,40,330.0,13200.0,Delivered On Time
PO000334,M08,S03,Vindhya Herb Traders,2023-12-25,2024-01-09,2024-01-09,40,330.0,13200.0,Delivered On Time
PO000335,M08,S03,Vindhya Herb Traders,2024-01-22,2024-02-06,2024-02-06,40,330.0,13200.0,Delivered On Time
PO000336,M08,S03,Vindhya Herb Traders,2024-02-12,2024-02-27,2024-02-27,40,330.0,13200.0,Delivered On Time
PO000337,M08,S03,Vindhya Herb Traders,2024-03-11,2024-03-26,2024-04-02,30,330.0,9900.0,Delivered Late
PO000338,M08,S03,Vindhya Herb Traders,2024-04-01,2024-04-16,2024-04-16,40,330.0,13200.0,Delivered On Time
PO000339,M08,S03,Vindhya Herb Traders,2024-04-22,2024-05-07,2024-05-07,40,330.0,13200.0,Delivered On Time
PO000340,M08,S03,Vindhya Herb Traders,2024-05-20,2024-06-04,2024-06-11,40,330.0,13200.0,Delivered Late
PO000341,M08,S03,Vindhya Herb Traders,2024-06-17,2024-07-02,2024-07-02,40,330.0,13200.0,Delivered On Time
PO000342,M08,S03,Vindhya Herb Traders,2024-07-15,2024-07-30,2024-07-30,40,330.0,13200.0,Delivered On Time
PO000343,M08,S03,Vindhya Herb Traders,2024-08-12,2024-08-27,2024-08-27,40,330.0,13200.0,Delivered On Time
PO000344,M08,S03,Vindhya Herb Traders,2024-08-26,2024-09-10,2024-09-10,40,330.0,13200.0,Delivered On Time
PO000345,M08,S03,Vindhya Herb Traders,2024-09-09,2024-09-24,2024-09-24,30,330.0,9900.0,Delivered On Time
PO000346,M08,S03,Vindhya Herb Traders,2024-09-30,2024-10-15,2024-10-15,40,330.0,13200.0,Delivered On Time
PO000347,M08,S03,Vindhya Herb Traders,2024-10-28,2024-11-12,2024-11-12,30,330.0,9900.0,Delivered On Time
PO000348,M08,S03,Vindhya Herb Traders,2024-11-25,2024-12-10,2024-12-10,30,330.0,9900.0,Delivered On Time
PO000349,M09,S03,Vindhya Herb Traders,2022-01-03,2022-01-18,2022-01-18,170,250.0,42500.0,Delivered On Time
PO000350,M09,S03,Vindhya Herb Traders,2022-02-14,2022-03-01,2022-03-01,180,250.0,45000.0,Delivered On Time
PO000351,M09,S03,Vindhya Herb Traders,2022-03-28,2022-04-12,2022-04-12,190,250.0,47500.0,Delivered On Time
PO000352,M09,S03,Vindhya Herb Traders,2022-05-09,2022-05-24,2022-05-24,170,250.0,42500.0,Delivered On Time
PO000353,M09,S03,Vindhya Herb Traders,2022-06-20,2022-07-05,2022-07-05,200,250.0,50000.0,Delivered On Time
PO000354,M09,S03,Vindhya Herb Traders,2022-08-01,2022-08-16,2022-08-16,200,250.0,50000.0,Delivered On Time
PO000355,M09,S03,Vindhya Herb Traders,2022-08-22,2022-09-06,2022-09-06,180,250.0,45000.0,Delivered On Time
PO000356,M09,S03,Vindhya Herb Traders,2022-09-12,2022-09-27,2022-09-27,210,250.0,52500.0,Delivered On Time
PO000357,M09,S03,Vindhya Herb Traders,2022-09-26,2022-10-11,2022-10-11,230,250.0,57500.0,Delivered On Time
PO000358,M09,S03,Vindhya Herb Traders,2022-10-10,2022-10-25,2022-10-25,190,250.0,47500.0,Delivered On Time
PO000359,M09,S03,Vindhya Herb Traders,2022-10-24,2022-11-08,2022-11-08,210,250.0,52500.0,Delivered On Time
PO000360,M09,S03,Vindhya Herb Traders,2022-11-07,2022-11-22,2022-11-22,220,250.0,55000.0,Delivered On Time
PO000361,M09,S03,Vindhya Herb Traders,2022-11-21,2022-12-06,2022-12-06,170,250.0,42500.0,Delivered On Time
PO000362,M09,S03,Vindhya Herb Traders,2022-12-05,2022-12-20,2022-12-20,210,250.0,52500.0,Delivered On Time
PO000363,M09,S03,Vindhya Herb Traders,2022-12-19,2023-01-03,2023-01-03,200,250.0,50000.0,Delivered On Time
PO000364,M09,S03,Vindhya Herb Traders,2023-01-02,2023-01-17,2023-01-17,180,250.0,45000.0,Delivered On Time
PO000365,M09,S03,Vindhya Herb Traders,2023-02-06,2023-02-21,2023-02-21,190,250.0,47500.0,Delivered On Time
PO000366,M09,S03,Vindhya Herb Traders,2023-03-13,2023-03-28,2023-03-28,200,250.0,50000.0,Delivered On Time
PO000367,M09,S03,Vindhya Herb Traders,2023-04-10,2023-04-25,2023-04-25,200,250.0,50000.0,Delivered On Time
PO000368,M09,S03,Vindhya Herb Traders,2023-05-15,2023-05-30,2023-05-30,180,250.0,45000.0,Delivered On Time
PO000369,M09,S03,Vindhya Herb Traders,2023-06-12,2023-06-27,2023-06-27,170,250.0,42500.0,Delivered On Time
PO000370,M09,S03,Vindhya Herb Traders,2023-07-17,2023-08-01,2023-08-01,190,250.0,47500.0,Delivered On Time
PO000371,M09,S03,Vindhya Herb Traders,2023-08-14,2023-08-29,2023-09-05,190,250.0,47500.0,Delivered Late
PO000372,M09,S03,Vindhya Herb Traders,2023-09-04,2023-09-19,2023-09-19,190,250.0,47500.0,Delivered On Time
PO000373,M09,S03,Vindhya Herb Traders,2023-09-18,2023-10-03,2023-10-03,300,250.0,75000.0,Delivered On Time
PO000374,M09,S03,Vindhya Herb Traders,2023-09-25,2023-10-10,2023-10-10,170,250.0,42500.0,Delivered On Time
PO000375,M09,S03,Vindhya Herb Traders,2023-10-09,2023-10-24,2023-10-24,270,250.0,67500.0,Delivered On Time
PO000376,M09,S03,Vindhya Herb Traders,2023-10-23,2023-11-07,2023-11-07,190,250.0,47500.0,Delivered On Time
PO000377,M09,S03,Vindhya Herb Traders,2023-11-13,2023-11-28,2023-11-28,280,250.0,70000.0,Delivered On Time
PO000378,M09,S03,Vindhya Herb Traders,2023-11-27,2023-12-12,2023-12-12,250,250.0,62500.0,Delivered On Time
PO000379,M09,S03,Vindhya Herb Traders,2023-12-11,2023-12-26,2023-12-26,240,250.0,60000.0,Delivered On Time
PO000380,M09,S03,Vindhya Herb Traders,2023-12-25,2024-01-09,2024-01-09,240,250.0,60000.0,Delivered On Time
PO000381,M09,S03,Vindhya Herb Traders,2024-01-08,2024-01-23,2024-01-23,190,250.0,47500.0,Delivered On Time
PO000382,M09,S03,Vindhya Herb Traders,2024-02-12,2024-02-27,2024-02-27,210,250.0,52500.0,Delivered On Time
PO000383,M09,S03,Vindhya Herb Traders,2024-03-11,2024-03-26,2024-03-26,190,250.0,47500.0,Delivered On Time
PO000384,M09,S03,Vindhya Herb Traders,2024-04-08,2024-04-23,2024-04-23,200,250.0,50000.0,Delivered On Time
PO000385,M09,S03,Vindhya Herb Traders,2024-05-06,2024-05-21,2024-05-21,220,250.0,55000.0,Delivered On Time
PO000386,M09,S03,Vindhya Herb Traders,2024-06-10,2024-06-25,2024-06-25,240,250.0,60000.0,Delivered On Time
PO000387,M09,S03,Vindhya Herb Traders,2024-07-08,2024-07-23,2024-07-23,230,250.0,57500.0,Delivered On Time
PO000388,M09,S03,Vindhya Herb Traders,2024-08-05,2024-08-20,2024-08-20,210,250.0,52500.0,Delivered On Time
PO000389,M09,S03,Vindhya Herb Traders,2024-08-26,2024-09-10,2024-09-10,220,250.0,55000.0,Delivered On Time
PO000390,M09,S03,Vindhya Herb Traders,2024-09-09,2024-09-24,2024-09-24,230,250.0,57500.0,Delivered On Time
PO000391,M09,S03,Vindhya Herb Traders,2024-09-16,2024-10-01,2024-10-01,170,250.0,42500.0,Delivered On Time
PO000392,M09,S03,Vindhya Herb Traders,2024-09-23,2024-10-08,2024-10-08,180,250.0,45000.0,Delivered On Time
PO000393,M09,S03,Vindhya Herb Traders,2024-10-07,2024-10-22,2024-10-22,260,250.0,65000.0,Delivered On Time
PO000394,M09,S03,Vindhya Herb Traders,2024-10-21,2024-11-05,2024-11-05,270,250.0,67500.0,Delivered On Time
PO000395,M09,S03,Vindhya Herb Traders,2024-11-04,2024-11-19,2024-11-19,230,250.0,57500.0,Delivered On Time
PO000396,M09,S03,Vindhya Herb Traders,2024-12-02,2024-12-17,2024-12-17,230,250.0,57500.0,Delivered On Time
PO000397,M10,S03,Vindhya Herb Traders,2022-01-17,2022-02-01,2022-02-01,220,240.0,52800.0,Delivered On Time
PO000398,M10,S03,Vindhya Herb Traders,2022-02-14,2022-03-01,2022-03-01,200,240.0,48000.0,Delivered On Time
PO000399,M10,S03,Vindhya Herb Traders,2022-03-07,2022-03-22,2022-03-22,200,240.0,48000.0,Delivered On Time
PO000400,M10,S03,Vindhya Herb Traders,2022-04-04,2022-04-19,2022-04-19,190,240.0,45600.0,Delivered On Time
PO000401,M10,S03,Vindhya Herb Traders,2022-04-25,2022-05-10,2022-05-10,190,240.0,45600.0,Delivered On Time
PO000402,M10,S03,Vindhya Herb Traders,2022-05-16,2022-05-31,2022-05-31,170,240.0,40800.0,Delivered On Time
PO000403,M10,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,190,240.0,45600.0,Delivered On Time
PO000404,M10,S03,Vindhya Herb Traders,2022-07-11,2022-07-26,2022-07-26,200,240.0,48000.0,Delivered On Time
PO000405,M10,S03,Vindhya Herb Traders,2022-08-08,2022-08-23,2022-08-23,210,240.0,50400.0,Delivered On Time
PO000406,M10,S03,Vindhya Herb Traders,2022-08-22,2022-09-06,2022-09-06,210,240.0,50400.0,Delivered On Time
PO000407,M10,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-20,230,240.0,55200.0,Delivered On Time
PO000408,M10,S03,Vindhya Herb Traders,2022-09-26,2022-10-11,2022-10-11,180,240.0,43200.0,Delivered On Time
PO000409,M10,S03,Vindhya Herb Traders,2022-10-17,2022-11-01,2022-11-01,180,240.0,43200.0,Delivered On Time
PO000410,M10,S03,Vindhya Herb Traders,2022-11-07,2022-11-22,2022-11-22,170,240.0,40800.0,Delivered On Time
PO000411,M10,S03,Vindhya Herb Traders,2022-11-28,2022-12-13,2022-12-20,190,240.0,45600.0,Delivered Late
PO000412,M10,S03,Vindhya Herb Traders,2022-12-26,2023-01-10,2023-01-10,190,240.0,45600.0,Delivered On Time
PO000413,M10,S03,Vindhya Herb Traders,2023-01-16,2023-01-31,2023-01-31,220,240.0,52800.0,Delivered On Time
PO000414,M10,S03,Vindhya Herb Traders,2023-02-06,2023-02-21,2023-02-21,170,240.0,40800.0,Delivered On Time
PO000415,M10,S03,Vindhya Herb Traders,2023-02-27,2023-03-14,2023-03-14,220,240.0,52800.0,Delivered On Time
PO000416,M10,S03,Vindhya Herb Traders,2023-03-20,2023-04-04,2023-04-04,180,240.0,43200.0,Delivered On Time
PO000417,M10,S03,Vindhya Herb Traders,2023-04-17,2023-05-02,2023-05-02,210,240.0,50400.0,Delivered On Time
PO000418,M10,S03,Vindhya Herb Traders,2023-05-08,2023-05-23,2023-05-23,170,240.0,40800.0,Delivered On Time
PO000419,M10,S03,Vindhya Herb Traders,2023-05-29,2023-06-13,2023-06-13,210,240.0,50400.0,Delivered On Time
PO000420,M10,S03,Vindhya Herb Traders,2023-06-26,2023-07-11,2023-07-11,200,240.0,48000.0,Delivered On Time
PO000421,M10,S03,Vindhya Herb Traders,2023-07-24,2023-08-08,2023-08-08,190,240.0,45600.0,Delivered On Time
PO000422,M10,S03,Vindhya Herb Traders,2023-08-14,2023-08-29,2023-08-29,240,240.0,57600.0,Delivered On Time
PO000423,M10,S03,Vindhya Herb Traders,2023-08-28,2023-09-12,2023-09-12,240,240.0,57600.0,Delivered On Time
PO000424,M10,S03,Vindhya Herb Traders,2023-09-11,2023-09-26,2023-09-26,170,240.0,40800.0,Delivered On Time
PO000425,M10,S03,Vindhya Herb Traders,2023-10-02,2023-10-17,2023-10-17,200,240.0,48000.0,Delivered On Time
PO000426,M10,S03,Vindhya Herb Traders,2023-10-23,2023-11-07,2023-11-07,180,240.0,43200.0,Delivered On Time
PO000427,M10,S03,Vindhya Herb Traders,2023-11-13,2023-11-28,2023-11-28,170,240.0,40800.0,Delivered On Time
PO000428,M10,S03,Vindhya Herb Traders,2023-12-04,2023-12-19,2023-12-19,180,240.0,43200.0,Delivered On Time
PO000429,M10,S03,Vindhya Herb Traders,2024-01-01,2024-01-16,2024-01-16,190,240.0,45600.0,Delivered On Time
PO000430,M10,S03,Vindhya Herb Traders,2024-01-15,2024-01-30,2024-01-30,170,240.0,40800.0,Delivered On Time
PO000431,M10,S03,Vindhya Herb Traders,2024-01-29,2024-02-13,2024-02-13,190,240.0,45600.0,Delivered On Time
PO000432,M10,S03,Vindhya Herb Traders,2024-02-19,2024-03-05,2024-03-05,220,240.0,52800.0,Delivered On Time
PO000433,M10,S03,Vindhya Herb Traders,2024-03-11,2024-03-26,2024-03-26,190,240.0,45600.0,Delivered On Time
PO000434,M10,S03,Vindhya Herb Traders,2024-03-25,2024-04-09,2024-04-16,180,240.0,43200.0,Delivered Late
PO000435,M10,S03,Vindhya Herb Traders,2024-04-08,2024-04-23,2024-04-23,180,240.0,43200.0,Delivered On Time
PO000436,M10,S03,Vindhya Herb Traders,2024-04-29,2024-05-14,2024-05-14,230,240.0,55200.0,Delivered On Time
PO000437,M10,S03,Vindhya Herb Traders,2024-05-20,2024-06-04,2024-06-04,230,240.0,55200.0,Delivered On Time
PO000438,M10,S03,Vindhya Herb Traders,2024-06-10,2024-06-25,2024-06-25,170,240.0,40800.0,Delivered On Time
PO000439,M10,S03,Vindhya Herb Traders,2024-07-01,2024-07-16,2024-07-16,200,240.0,48000.0,Delivered On Time
PO000440,M10,S03,Vindhya Herb Traders,2024-07-22,2024-08-06,2024-08-06,230,240.0,55200.0,Delivered On Time
