ProductID,WeekEnd,OpeningStock,Produced,Rejected,GoodProduced,Sold,ClosingStock
P004,2024-12-01,1030,392,8,384,346,1068
P004,2024-12-08,1068,320,6,314,332,1050
P004,2024-12-15,1050,72,1,71,359,762
P004,2024-12-22,762,190,4,186,385,563
P004,2024-12-29,563,13,0,13,312,264
P004,2025-01-05,264,330,7,323,66,521
P005,2022-01-02,464,264,5,259,66,657
P005,2022-01-09,657,180,4,176,302,531
P005,2022-01-16,531,87,2,85,201,415
P005,2022-01-23,415,222,4,218,159,474
P005,2022-01-30,474,112,2,110,175,409
P005,2022-02-06,409,260,5,255,83,581
P005,2022-02-13,581,86,2,84,220,445
P005,2022-02-20,445,60,1,59,108,396
P005,2022-02-27,396,94,2,92,258,230
P005,2022-03-06,230,83,2,81,81,230
P005,2022-03-13,230,75,2,73,58,245
P005,2022-03-20,245,81,2,79,85,239
P005,2022-03-27,239,82,2,80,71,248
P005,2022-04-03,248,75,2,73,91,230
P005,2022-04-10,230,81,2,79,79,230
P005,2022-04-17,230,82,2,80,80,230
P005,2022-04-24,230,52,1,51,50,231
P005,2022-05-01,231,81,2,79,80,230
P005,2022-05-08,230,86,2,84,79,235
P005,2022-05-15,235,105,2,103,73,265
P005,2022-05-22,265,94,2,92,46,311
P005,2022-05-29,311,71,1,70,118,263
P005,2022-06-05,263,100,2,98,103,258
P005,2022-06-12,258,66,1,65,92,231
P005,2022-06-19,231,79,2,77,69,239
P005,2022-06-26,239,92,2,90,99,230
P005,2022-07-03,230,62,1,61,60,231
P005,2022-07-10,231,87,2,85,82,234
P005,2022-07-17,234,118,2,116,58,292
P005,2022-07-24,292,127,3,124,88,328
P005,2022-07-31,328,105,2,103,90,341
P005,2022-08-07,341,129,3,126,116,351
P005,2022-08-14,351,130,3,127,125,353
P005,2022-08-21,353,99,2,97,102,348
P005,2022-08-28,348,89,2,87,127,308
P005,2022-09-04,308,114,2,112,127,293
P005,2022-09-11,293,132,3,129,96,326
P005,2022-09-18,326,173,3,170,87,409
P005,2022-09-25,409,192,4,188,112,485
P005,2022-10-02,485,152,3,149,130,504
P005,2022-10-09,504,125,2,123,170,457
P005,2022-10-16,457,221,4,217,189,485
P005,2022-10-23,485,232,5,227,148,564
P005,2022-10-30,564,252,5,247,122,689
P005,2022-11-06,689,218,4,214,219,684
P005,2022-11-13,684,215,4,211,228,667
P005,2022-11-20,667,225,4,221,247,641
P005,2022-11-27,641,313,6,307,213,735
P005,2022-12-04,735,289,6,283,211,807
P005,2022-12-11,807,253,5,248,221,834
P005,2022-12-18,834,259,5,254,309,779
P005,2022-12-25,779,271,5,266,283,762
P005,2023-01-01,762,280,6,274,247,789
P005,2023-01-08,789,173,3,170,254,705
P005,2023-01-15,705,234,5,229,266,668
P005,2023-01-22,668,271,5,266,275,659
P005,2023-01-29,659,322,6,316,167,808
P005,2023-02-05,808,281,6,275,231,852
P005,2023-02-12,852,91,2,89,266,675
P005,2023-02-19,675,118,2,116,317,474
P005,2023-02-26,474,78,2,76,275,275
P005,2023-03-05,275,60,1,59,85,249
P005,2023-03-12,249,99,2,97,116,230
P005,2023-03-19,230,116,2,114,76,268
P005,2023-03-26,268,97,2,95,58,305
P005,2023-04-02,305,80,2,78,88,295
P005,2023-04-09,295,63,1,62,124,233
P005,2023-04-16,233,106,2,104,95,242
P005,2023-04-23,242,99,2,97,78,261
P005,2023-04-30,261,70,1,69,61,269
P005,2023-05-07,269,93,2,91,105,255
P005,2023-05-14,255,77,2,75,97,233
P005,2023-05-21,233,67,1,66,68,231
P005,2023-05-28,231,93,2,91,92,230
P005,2023-06-04,230,119,2,117,75,272
P005,2023-06-11,272,101,2,99,41,330
P005,2023-06-18,330,106,2,104,110,324
P005,2023-06-25,324,100,2,98,123,299
P005,2023-07-02,299,108,2,106,99,306
P005,2023-07-09,306,131,3,128,104,330
P005,2023-07-16,330,69,1,68,98,300
P005,2023-07-23,300,103,2,101,106,295
P005,2023-07-30,295,92,2,90,129,256
P005,2023-08-06,256,82,2,80,66,270
P005,2023-08-13,270,150,3,147,102,315
P005,2023-08-20,315,69,1,68,90,293
P005,2023-08-27,293,141,3,138,80,351
P005,2023-09-03,351,113,2,111,148,314
P005,2023-09-10,314,127,3,124,66,372
P005,2023-09-17,372,116,2,114,140,346
P005,2023-09-24,346,133,3,130,110,366
P005,2023-10-01,366,212,4,208,125,449
P005,2023-10-08,449,187,4,183,113,519
P005,2023-10-15,519,281,6,275,131,663
P005,2023-10-22,663,391,8,383,209,837
P005,2023-10-29,837,284,6,278,183,932
P005,2023-11-05,932,208,4,204,277,859
P005,2023-11-12,859,229,5,224,385,698
P005,2023-11-19,698,253,5,248,276,670
P005,2023-11-26,670,172,3,169,202,637
P005,2023-12-03,637,318,6,312,225,724
P005,2023-12-10,724,158,3,155,248,631
P005,2023-12-17,631,277,6,271,167,735
P005,2023-12-24,735,208,4,204,315,624
P005,2023-12-31,624,289,6,283,152,755
P005,2024-01-07,755,388,8,380,274,861
P005,2024-01-14,861,251,5,246,202,905
P005,2024-01-21,905,323,6,317,285,937
P005,2024-01-28,937,232,5,227,382,782
P005,2024-02-04,782,227,5,222,243,761
P005,2024-02-11,761,110,2,108,318,551
P005,2024-02-18,551,153,3,150,226,475
P005,2024-02-25,475,77,2,75,222,328
P005,2024-03-03,328,119,2,117,105,340
P005,2024-03-10,340,111,2,109,151,298
P005,2024-03-17,298,147,3,144,74,368
P005,2024-03-24,368,159,3,156,117,407
P005,2024-03-31,407,75,2,73,109,371
P005,2024-04-07,371,94,2,92,145,318
P005,2024-04-14,318,93,2,91,156,253
P005,2024-04-21,253,100,2,98,72,279
P005,2024-04-28,279,118,2,116,92,303
P005,2024-05-05,303,99,2,97,91,309
P005,2024-05-12,309,55,1,54,98,265
P005,2024-05-19,265,148,3,145,116,294
P005,2024-05-26,294,143,3,140,97,337
P005,2024-06-02,337,114,2,112,53,396
P005,2024-06-09,396,144,3,141,147,390
P005,2024-06-16,390,113,2,111,140,361
P005,2024-06-23,361,154,3,151,111,401
P005,2024-06-30,401,93,2,91,142,350
P005,2024-07-07,350,105,2,103,110,343
P005,2024-07-14,343,73,1,72,152,263
P005,2024-07-21,263,140,3,137,90,310
P005,2024-07-28,310,128,3,125,103,332
P005,2024-08-04,332,116,2,114,71,375
P005,2024-08-11,375,169,3,166,139,402
P005,2024-08-18,402,106,2,104,125,381
P005,2024-08-25,381,165,3,162,113,430
P005,2024-09-01,430,104,2,102,167,365
P005,2024-09-08,365,180,4,176,103,438
P005,2024-09-15,438,161,3,158,163,433
P005,2024-09-22,433,209,4,205,101,537
P005,2024-09-29,537,219,4,215,178,574
P005,2024-10-06,574,217,4,213,157,630
P005,2024-10-13,630,281,6,275,206,699
P005,2024-10-20,699,464,9,455,215,939
P005,2024-10-27,939,264,5,259,213,985
P005,2024-11-03,985,299,6,293,277,1001
P005,2024-11-10,1001,356,7,349,458,892
P005,2024-11-17,892,254,5,249,255,886
P005,2024-11-24,886,281,6,275,294,867
P005,2024-12-01,867,253,5,248,350,765
P005,2024-12-08,765,299,6,293,247,811
P005,2024-12-15,811,143,3,140,276,675
P005,2024-12-22,675,218,4,214,247,642
P005,2024-12-29,642,63,1,62,294,410
P005,2025-01-05,410,191,4,187,137,460
P006,2022-01-02,538,0,0,0,29,509
P006,2022-01-09,509,0,0,0,83,426
P006,2022-01-16,426,0,0,0,83,343
P006,2022-01-23,343,49,1,48,122,269
P006,2022-01-30,269,83,2,81,76,274
P006,2022-02-06,274,89,2,87,85,276
P006,2022-02-13,276,102,2,100,109,267
P006,2022-02-20,267,89,2,87,82,272
P006,2022-02-27,272,95,2,93,87,278
P006,2022-03-06,278,129,3,126,94,310
P006,2022-03-13,310,131,3,128,93,345
P006,2022-03-20,345,158,3,155,93,407
P006,2022-03-27,407,106,2,104,127,384
P006,2022-04-03,384,143,3,140,128,396
P006,2022-04-10,396,85,2,83,155,324
P006,2022-04-17,324,105,2,103,103,324
P006,2022-04-24,324,170,3,167,141,350
P006,2022-05-01,350,120,2,118,82,386
P006,2022-05-08,386,95,2,93,103,376
P006,2022-05-15,376,295,6,289,168,497
P006,2022-05-22,497,278,6,272,117,652
P006,2022-05-29,652,293,6,287,93,846
P006,2022-06-05,846,284,6,278,293,831
P006,2022-06-12,831,193,4,189,272,748
P006,2022-06-19,748,350,7,343,287,804
P006,2022-06-26,804,272,5,267,278,793
P006,2022-07-03,793,260,5,255,187,861
P006,2022-07-10,861,262,5,257,346,772
P006,2022-07-17,772,303,6,297,265,804
P006,2022-07-24,804,292,6,286,255,835
P006,2022-07-31,835,299,6,293,257,871
P006,2022-08-07,871,332,7,325,298,898
P006,2022-08-14,898,303,6,297,286,909
P006,2022-08-21,909,321,6,315,293,931
P006,2022-08-28,931,342,7,335,326,940
P006,2022-09-04,940,264,5,259,296,903
P006,2022-09-11,903,395,8,387,315,975
P006,2022-09-18,975,109,2,107,336,746
P006,2022-09-25,746,125,2,123,257,612
P006,2022-10-02,612,155,3,152,390,374
P006,2022-10-09,374,101,2,99,101,372
P006,2022-10-16,372,124,2,122,123,371
P006,2022-10-23,371,58,1,57,153,275
P006,2022-10-30,275,92,2,90,98,267
P006,2022-11-06,267,124,2,122,122,267
P006,2022-11-13,267,58,1,57,56,268
P006,2022-11-20,268,92,2,90,68,290
P006,2022-11-27,290,126,3,123,81,332
P006,2022-12-04,332,101,2,99,108,323
P006,2022-12-11,323,111,2,109,103,329
P006,2022-12-18,329,64,1,63,124,268
P006,2022-12-25,268,99,2,97,98,267
P006,2023-01-01,267,111,2,109,109,267
P006,2023-01-08,267,32,1,31,30,268
P006,2023-01-15,268,51,1,50,50,268
P006,2023-01-22,268,61,1,60,60,268
P006,2023-01-29,268,80,2,78,79,267
P006,2023-02-05,267,86,2,84,84,267
P006,2023-02-12,267,82,2,80,64,283
P006,2023-02-19,283,154,3,151,91,343
P006,2023-02-26,343,103,2,101,74,370
P006,2023-03-05,370,138,3,135,120,385
P006,2023-03-12,385,145,3,142,152,375
P006,2023-03-19,375,134,3,131,100,406
P006,2023-03-26,406,133,3,130,136,400
P006,2023-04-02,400,141,3,138,142,396
P006,2023-04-09,396,157,3,154,131,419
P006,2023-04-16,419,181,4,177,130,466
P006,2023-04-23,466,131,3,128,138,456
P006,2023-04-30,456,134,3,131,154,433
P006,2023-05-07,433,108,2,106,178,361
P006,2023-05-14,361,216,4,212,127,446
P006,2023-05-21,446,281,6,275,131,590
P006,2023-05-28,590,304,6,298,105,783
P006,2023-06-04,783,301,6,295,214,864
P006,2023-06-11,864,200,4,196,277,783
P006,2023-06-18,783,254,5,249,298,734
P006,2023-06-25,734,258,5,253,295,692
P006,2023-07-02,692,348,7,341,194,839
P006,2023-07-09,839,336,7,329,250,918
P006,2023-07-16,918,256,5,251,253,916
P006,2023-07-23,916,283,6,277,343,850
P006,2023-07-30,850,270,5,265,329,786
P006,2023-08-06,786,421,8,413,249,950
P006,2023-08-13,950,267,5,262,278,934
P006,2023-08-20,934,352,7,345,264,1015
P006,2023-08-27,1015,283,6,277,416,876
P006,2023-09-03,876,196,4,192,259,809
P006,2023-09-10,809,300,6,294,347,756
P006,2023-09-17,756,136,3,133,276,613
P006,2023-09-24,613,148,3,145,190,568
P006,2023-10-01,568,157,3,154,296,426
P006,2023-10-08,426,99,2,97,130,393
P006,2023-10-15,393,166,3,163,145,411
P006,2023-10-22,411,134,3,131,154,388
P006,2023-10-29,388,74,1,73,96,365
P006,2023-11-05,365,68,1,67,164,268
P006,2023-11-12,268,132,3,129,131,266
P006,2023-11-19,266,74,1,73,71,268
P006,2023-11-26,268,55,1,54,54,268
P006,2023-12-03,268,103,2,101,102,267
P006,2023-12-10,267,51,1,50,49,268
P006,2023-12-17,268,82,2,80,81,267
P006,2023-12-24,267,78,2,76,76,267
P006,2023-12-31,267,103,2,101,101,267
P006,2024-01-07,267,63,1,62,61,268
P006,2024-01-14,268,83,2,81,82,267
P006,2024-01-21,267,82,2,80,80,267
P006,2024-01-28,267,106,2,104,104,267
P006,2024-02-04,267,76,2,74,60,281
P006,2024-02-11,281,94,2,92,71,302
P006,2024-02-18,302,144,3,141,134,309
P006,2024-02-25,309,155,3,152,78,383
P006,2024-03-03,383,166,3,163,92,454
P006,2024-03-10,454,97,2,95,142,407
P006,2024-03-17,407,156,3,153,152,408
P006,2024-03-24,408,213,4,209,163,454
P006,2024-03-31,454,166,3,163,94,523
P006,2024-04-07,523,232,5,227,154,596
P006,2024-04-14,596,121,2,119,210,505
P006,2024-04-21,505,143,3,140,162,483
P006,2024-04-28,483,207,4,203,229,457
P006,2024-05-05,457,226,5,221,116,562
P006,2024-05-12,562,177,4,173,141,594
P006,2024-05-19,594,333,7,326,204,716
P006,2024-05-26,716,423,8,415,222,909
P006,2024-06-02,909,384,8,376,172,1113
P006,2024-06-09,1113,496,10,486,329,1270
P006,2024-06-16,1270,429,9,420,416,1274
P006,2024-06-23,1274,363,7,356,376,1254
P006,2024-06-30,1254,417,8,409,488,1175
P006,2024-07-07,1175,252,5,247,419,1003
P006,2024-07-14,1003,310,6,304,354,953
P006,2024-07-21,953,413,8,405,410,948
P006,2024-07-28,948,396,8,388,244,1092
P006,2024-08-04,1092,405,8,397,305,1184
P006,2024-08-11,1184,396,8,388,407,1165
P006,2024-08-18,1165,299,6,293,388,1070
P006,2024-08-25,1070,339,7,332,397,1005
P006,2024-09-01,1005,396,8,388,388,1005
P006,2024-09-08,1005,421,8,413,291,1127
P006,2024-09-15,1127,155,3,152,333,946
P006,2024-09-22,946,218,4,214,389,771
P006,2024-09-29,771,134,3,131,413,489
P006,2024-10-06,489,215,4,211,147,553
P006,2024-10-13,553,73,1,72,215,410
P006,2024-10-20,410,113,2,111,130,391
P006,2024-10-27,391,95,2,93,212,272
P006,2024-11-03,272,106,2,104,69,307
P006,2024-11-10,307,103,2,101,112,296
P006,2024-11-17,296,92,2,90,93,293
P006,2024-11-24,293,80,2,78,104,267
P006,2024-12-01,267,110,2,108,101,274
P006,2024-12-08,274,123,2,121,90,305
P006,2024-12-15,305,35,1,34,71,268
P006,2024-12-22,268,116,2,114,115,267
P006,2024-12-29,267,123,2,121,121,267
P006,2025-01-05,267,289,6,283,18,532
P007,2022-01-02,482,310,6,304,56,730
P007,2022-01-09,730,369,7,362,243,849
P007,2022-01-16,849,180,4,176,311,714
P007,2022-01-23,714,284,6,278,182,810
P007,2022-01-30,810,197,4,193,363,640
P007,2022-02-06,640,196,4,192,173,659
P007,2022-02-13,659,54,1,53,280,432
P007,2022-02-20,432,32,1,31,191,272
P007,2022-02-27,272,161,3,158,192,238
P007,2022-03-06,238,53,1,52,50,240
P007,2022-03-13,240,40,1,39,31,248
P007,2022-03-20,248,57,1,56,64,240
P007,2022-03-27,240,110,2,108,109,239
P007,2022-04-03,239,78,2,76,76,239
P007,2022-04-10,239,42,1,41,40,240
P007,2022-04-17,240,78,2,76,77,239
P007,2022-04-24,239,58,1,57,56,240
P007,2022-05-01,240,93,2,91,92,239
P007,2022-05-08,239,67,1,66,65,240
P007,2022-05-15,240,59,1,58,58,240
P007,2022-05-22,240,119,2,117,74,283
P007,2022-05-29,283,95,2,93,84,292
P007,2022-06-05,292,137,3,134,64,362
P007,2022-06-12,362,107,2,105,137,330
P007,2022-06-19,330,63,1,62,93,299
P007,2022-06-26,299,95,2,93,135,257
P007,2022-07-03,257,88,2,86,104,239
P007,2022-07-10,239,63,1,62,61,240
P007,2022-07-17,240,95,2,93,94,239
P007,2022-07-24,239,60,1,59,58,240
P007,2022-07-31,240,107,2,105,79,266
P007,2022-08-07,266,154,3,151,91,326
P007,2022-08-14,326,95,2,93,71,348
P007,2022-08-21,348,83,2,81,106,323
P007,2022-08-28,323,105,2,103,152,274
P007,2022-09-04,274,128,3,125,92,307
P007,2022-09-11,307,150,3,147,81,373
P007,2022-09-18,373,154,3,151,103,421
P007,2022-09-25,421,132,3,129,126,424
P007,2022-10-02,424,171,3,168,147,445
P007,2022-10-09,445,204,4,200,151,494
P007,2022-10-16,494,237,5,232,129,597
P007,2022-10-23,597,260,5,255,168,684
P007,2022-10-30,684,218,4,214,201,697
P007,2022-11-06,697,190,4,186,233,650
P007,2022-11-13,650,170,3,167,255,562
P007,2022-11-20,562,201,4,197,213,546
P007,2022-11-27,546,230,5,225,186,585
P007,2022-12-04,585,219,4,215,166,634
P007,2022-12-11,634,302,6,296,198,732
P007,2022-12-18,732,278,6,272,226,778
P007,2022-12-25,778,229,5,224,214,788
P007,2023-01-01,788,349,7,342,298,832
P007,2023-01-08,832,245,5,240,272,800
P007,2023-01-15,800,246,5,241,223,818
P007,2023-01-22,818,130,3,127,344,601
P007,2023-01-29,601,278,6,272,238,635
P007,2023-02-05,635,255,5,250,241,644
P007,2023-02-12,644,101,2,99,125,618
P007,2023-02-19,618,69,1,68,275,411
P007,2023-02-26,411,91,2,89,249,251
P007,2023-03-05,251,103,2,101,96,256
P007,2023-03-12,256,76,2,74,67,263
P007,2023-03-19,263,105,2,103,90,276
P007,2023-03-26,276,112,2,110,101,285
P007,2023-04-02,285,112,2,110,74,321
P007,2023-04-09,321,104,2,102,103,320
P007,2023-04-16,320,109,2,107,110,317
P007,2023-04-23,317,79,2,77,110,284
P007,2023-04-30,284,83,2,81,102,263
P007,2023-05-07,263,92,2,90,107,246
P007,2023-05-14,246,94,2,92,77,261
P007,2023-05-21,261,120,2,118,81,298
P007,2023-05-28,298,114,2,112,90,320
P007,2023-06-04,320,79,2,77,92,305
P007,2023-06-11,305,89,2,87,118,274
P007,2023-06-18,274,101,2,99,112,261
P007,2023-06-25,261,69,1,68,77,252
P007,2023-07-02,252,123,2,121,87,286
P007,2023-07-09,286,134,3,131,99,318
P007,2023-07-16,318,105,2,103,67,354
P007,2023-07-23,354,147,3,144,122,376
P007,2023-07-30,376,144,3,141,132,385
P007,2023-08-06,385,103,2,101,102,384
P007,2023-08-13,384,73,1,72,145,311
P007,2023-08-20,311,71,1,70,141,240
P007,2023-08-27,240,133,3,130,100,270
P007,2023-09-03,270,79,2,77,71,276
P007,2023-09-10,276,115,2,113,70,319
P007,2023-09-17,319,120,2,118,132,305
P007,2023-09-24,305,153,3,150,76,379
P007,2023-10-01,379,192,4,188,113,454
P007,2023-10-08,454,170,3,167,118,503
P007,2023-10-15,503,233,5,228,151,580
P007,2023-10-22,580,321,6,315,189,706
P007,2023-10-29,706,251,5,246,166,786
P007,2023-11-05,786,402,8,394,230,950
P007,2023-11-12,950,328,7,321,316,955
P007,2023-11-19,955,306,6,300,245,1010
P007,2023-11-26,1010,274,5,269,397,882
P007,2023-12-03,882,311,6,305,320,867
P007,2023-12-10,867,248,5,243,299,811
P007,2023-12-17,811,227,5,222,268,765
P007,2023-12-24,765,294,6,288,306,747
P007,2023-12-31,747,290,6,284,242,789
P007,2024-01-07,789,347,7,340,222,907
P007,2024-01-14,907,206,4,202,289,820
P007,2024-01-21,820,330,7,323,284,859
P007,2024-01-28,859,249,5,244,341,762
P007,2024-02-04,762,325,6,319,199,882
P007,2024-02-11,882,183,4,179,326,735
P007,2024-02-18,735,115,2,113,242,606
P007,2024-02-25,606,68,1,67,320,353
P007,2024-03-03,353,141,3,138,177,314
P007,2024-03-10,314,124,2,122,111,325
P007,2024-03-17,325,105,2,103,66,362
P007,2024-03-24,362,132,3,129,140,351
P007,2024-03-31,351,66,1,65,121,295
P007,2024-04-07,295,91,2,89,103,281
P007,2024-04-14,281,93,2,91,130,242
P007,2024-04-21,242,139,3,136,63,315
P007,2024-04-28,315,91,2,89,90,314
P007,2024-05-05,314,130,3,127,91,350
P007,2024-05-12,350,142,3,139,137,352
P007,2024-05-19,352,155,3,152,88,416
P007,2024-05-26,416,140,3,137,128,425
P007,2024-06-02,425,174,3,171,139,457
P007,2024-06-09,457,157,3,154,152,459
P007,2024-06-16,459,118,2,116,137,438
P007,2024-06-23,438,77,2,75,171,342
P007,2024-06-30,342,169,3,166,154,354
P007,2024-07-07,354,124,2,122,115,361
P007,2024-07-14,361,150,3,147,75,433
P007,2024-07-21,433,132,3,129,167,395
P007,2024-07-28,395,134,3,131,121,405
P007,2024-08-04,405,132,3,129,148,386
P007,2024-08-11,386,138,3,135,129,392
P007,2024-08-18,392,130,3,127,131,388
P007,2024-08-25,388,155,3,152,129,411
P007,2024-09-01,411,134,3,131,135,407
P007,2024-09-08,407,158,3,155,127,435
P007,2024-09-15,435,170,3,167,152,450
P007,2024-09-22,450,175,4,171,131,490
P007,2024-09-29,490,117,2,115,155,450
P007,2024-10-06,450,285,6,279,167,562
P007,2024-10-13,562,255,5,250,172,640
P007,2024-10-20,640,366,7,359,113,886
P007,2024-10-27,886,326,7,319,283,922
P007,2024-11-03,922,393,8,385,249,1058
P007,2024-11-10,1058,366,7,359,361,1056
P007,2024-11-17,1056,337,7,330,319,1067
P007,2024-11-24,1067,276,6,270,386,951
P007,2024-12-01,951,278,6,272,358,865
P007,2024-12-08,865,298,6,292,330,827
P007,2024-12-15,827,118,2,116,269,674
P007,2024-12-22,674,204,4,200,272,602
P007,2024-12-29,602,26,1,25,292,335
P007,2025-01-05,335,259,5,254,112,477
P008,2022-01-02,473,0,0,0,8,465
P008,2022-01-09,465,0,0,0,75,390
P008,2022-01-16,390,39,1,38,110,318
P008,2022-01-23,318,110,2,108,99,327
P008,2022-01-30,327,99,2,97,124,300
P008,2022-02-06,300,110,2,108,96,312
P008,2022-02-13,312,155,3,152,109,355
P008,2022-02-20,355,145,3,142,97,400
P008,2022-02-27,400,172,3,169,108,461
P008,2022-03-06,461,112,2,110,153,418
P008,2022-03-13,418,127,3,124,142,400
P008,2022-03-20,400,119,2,117,169,348
P008,2022-03-27,348,136,3,133,109,372
P008,2022-04-03,372,137,3,134,125,381
P008,2022-04-10,381,136,3,133,116,398
P008,2022-04-17,398,111,2,109,134,373
P008,2022-04-24,373,136,3,133,134,372
P008,2022-05-01,372,201,4,197,133,436
P008,2022-05-08,436,159,3,156,108,484
P008,2022-05-15,484,152,3,149,134,499
P008,2022-05-22,499,108,2,106,198,407
P008,2022-05-29,407,82,2,80,155,332
P008,2022-06-05,332,111,2,109,149,292
P008,2022-06-12,292,131,3,128,105,315
P008,2022-06-19,315,157,3,154,80,389
P008,2022-06-26,389,171,3,168,109,448
P008,2022-07-03,448,176,4,172,129,491
P008,2022-07-10,491,126,3,123,154,460
P008,2022-07-17,460,155,3,152,168,444
P008,2022-07-24,444,115,2,113,173,384
P008,2022-07-31,384,125,2,123,122,385
P008,2022-08-07,385,125,2,123,152,356
P008,2022-08-14,356,103,2,101,112,345
P008,2022-08-21,345,146,3,143,123,365
P008,2022-08-28,365,191,4,187,123,429
P008,2022-09-04,429,140,3,137,101,465
P008,2022-09-11,465,247,5,242,144,563
P008,2022-09-18,563,245,5,240,188,615
P008,2022-09-25,615,281,6,275,136,754
P008,2022-10-02,754,251,5,246,244,756
P008,2022-10-09,756,267,5,262,240,778
P008,2022-10-16,778,151,3,148,276,650
P008,2022-10-23,650,147,3,144,245,549
P008,2022-10-30,549,178,4,174,262,461
P008,2022-11-06,461,165,3,162,146,477
P008,2022-11-13,477,145,3,142,144,475
P008,2022-11-20,475,160,3,157,175,457
P008,2022-11-27,457,115,2,113,161,409
P008,2022-12-04,409,120,2,118,142,385
P008,2022-12-11,385,213,4,209,157,437
P008,2022-12-18,437,136,3,133,112,458
P008,2022-12-25,458,117,2,115,118,455
P008,2023-01-01,455,148,3,145,211,389
P008,2023-01-08,389,156,3,153,132,410
P008,2023-01-15,410,113,2,111,114,407
P008,2023-01-22,407,188,4,184,146,445
P008,2023-01-29,445,145,3,142,153,434
P008,2023-02-05,434,106,2,104,110,428
P008,2023-02-12,428,178,4,174,186,416
P008,2023-02-19,416,179,4,175,141,450
P008,2023-02-26,450,132,3,129,103,476
P008,2023-03-05,476,159,3,156,176,456
P008,2023-03-12,456,157,3,154,175,435
P008,2023-03-19,435,114,2,112,128,419
P008,2023-03-26,419,133,3,130,156,393
P008,2023-04-02,393,211,4,207,154,446
P008,2023-04-09,446,157,3,154,111,489
P008,2023-04-16,489,159,3,156,131,514
P008,2023-04-23,514,196,4,192,208,498
P008,2023-04-30,498,191,4,187,153,532
P008,2023-05-07,532,152,3,149,156,525
P008,2023-05-14,525,205,4,201,193,533
P008,2023-05-21,533,193,4,189,187,535
P008,2023-05-28,535,103,2,101,148,488
P008,2023-06-04,488,156,3,153,202,439
P008,2023-06-11,439,146,3,143,189,393
P008,2023-06-18,393,119,2,117,99,411
P008,2023-06-25,411,127,3,124,154,381
P008,2023-07-02,381,160,3,157,143,395
P008,2023-07-09,395,134,3,131,116,410
P008,2023-07-16,410,113,2,111,125,396
P008,2023-07-23,396,67,1,66,157,305
P008,2023-07-30,305,162,3,159,131,333
P008,2023-08-06,333,165,3,162,110,385
P008,2023-08-13,385,144,3,141,65,461
P008,2023-08-20,461,90,2,88,161,388
P008,2023-08-27,388,157,3,154,162,380
P008,2023-09-03,380,177,4,173,141,412
P008,2023-09-10,412,116,2,114,87,439
P008,2023-09-17,439,219,4,215,155,499
P008,2023-09-24,499,180,4,176,174,501
P008,2023-10-01,501,289,6,283,112,672
P008,2023-10-08,672,257,5,252,217,707
P008,2023-10-15,707,223,4,219,176,750
P008,2023-10-22,750,251,5,246,285,711
P008,2023-10-29,711,184,4,180,251,640
P008,2023-11-05,640,170,3,167,218,589
P008,2023-11-12,589,85,2,83,247,425
P008,2023-11-19,425,138,3,135,179,381
P008,2023-11-26,381,168,3,165,166,380
P008,2023-12-03,380,142,3,139,82,437
P008,2023-12-10,437,108,2,106,136,407
P008,2023-12-17,407,160,3,157,165,399
P008,2023-12-24,399,134,3,131,139,391
P008,2023-12-31,391,99,2,97,105,383
P008,2024-01-07,383,192,4,188,158,413
P008,2024-01-14,413,125,2,123,131,405
P008,2024-01-21,405,131,3,128,96,437
P008,2024-01-28,437,211,4,207,190,454
P008,2024-02-04,454,132,3,129,121,462
P008,2024-02-11,462,126,3,123,129,456
P008,2024-02-18,456,183,4,179,208,427
P008,2024-02-25,427,231,5,226,128,525
P008,2024-03-03,525,226,5,221,123,623
P008,2024-03-10,623,176,4,172,180,615
P008,2024-03-17,615,171,3,168,227,556
P008,2024-03-24,556,141,3,138,221,473
P008,2024-03-31,473,140,3,137,171,439
P008,2024-04-07,439,216,4,212,167,484
P008,2024-04-14,484,136,3,133,138,479
P008,2024-04-21,479,210,4,206,137,548
P008,2024-04-28,548,215,4,211,213,546
P008,2024-05-05,546,214,4,210,132,624
P008,2024-05-12,624,177,4,173,207,590
P008,2024-05-19,590,191,4,187,211,566
P008,2024-05-26,566,209,4,205,210,561
P008,2024-06-02,561,134,3,131,173,519
P008,2024-06-09,519,137,3,134,187,466
P008,2024-06-16,466,211,4,207,205,468
P008,2024-06-23,468,174,3,171,130,509
P008,2024-06-30,509,203,4,199,134,574
P008,2024-07-07,574,173,3,170,208,536
P008,2024-07-14,536,173,3,170,170,536
P008,2024-07-21,536,132,3,129,200,465
P008,2024-07-28,465,162,3,159,169,455
P008,2024-08-04,455,155,3,152,170,437
P008,2024-08-11,437,188,4,184,129,492
P008,2024-08-18,492,175,4,171,159,504
P008,2024-08-25,504,156,3,153,152,505
P008,2024-09-01,505,197,4,193,185,513
P008,2024-09-08,513,150,3,147,171,489
P008,2024-09-15,489,283,6,277,152,614
P008,2024-09-22,614,387,8,379,194,799
P008,2024-09-29,799,269,5,264,146,917
P008,2024-10-06,917,286,6,280,280,917
P008,2024-10-13,917,203,4,199,381,735
P008,2024-10-20,735,217,4,213,261,687
P008,2024-10-27,687,210,4,206,281,612
P008,2024-11-03,612,107,2,105,197,520
P008,2024-11-10,520,74,1,73,213,380
P008,2024-11-17,380,167,3,164,206,338
P008,2024-11-24,338,231,5,226,103,461
