OrderID,OrderDate,CustomerID,DistributorID,RepEmployeeID,NumLines,OrderValue
SO001319,2024-04-11,C0016,D02,E09,6,2444.3
SO001320,2022-01-03,C0017,D02,E10,5,3630.0
SO001321,2022-01-16,C0017,D02,E10,7,2848.05
SO001322,2022-02-01,C0017,D02,E10,3,1098.0
SO001323,2022-02-15,C0017,D02,E10,7,3822.2
SO001324,2022-03-04,C0017,D02,E10,4,1995.2
SO001325,2022-03-17,C0017,D02,E10,6,2360.0
SO001326,2022-03-30,C0017,D02,E10,7,2703.0
SO001327,2022-04-16,C0017,D02,E10,6,2279.2
SO001328,2022-04-30,C0017,D02,E10,5,1067.1
SO001329,2022-05-17,C0017,D02,E10,7,1905.0
SO001330,2022-06-02,C0017,D02,E10,7,2095.6
SO001331,2022-06-15,C0017,D02,E10,6,3030.0
SO001332,2022-06-28,C0017,D02,E10,4,1350.0
SO001333,2022-07-14,C0017,D02,E10,5,1734.8
SO001334,2022-07-28,C0017,D02,E10,6,2087.2
SO001335,2022-08-11,C0017,D02,E10,4,1120.0
SO001336,2022-08-28,C0017,D02,E10,6,2383.3
SO001337,2022-09-14,C0017,D02,E10,5,2035.0
SO001338,2022-09-29,C0017,D02,E10,3,1366.6
SO001339,2022-10-14,C0017,D02,E10,4,2560.25
SO001340,2022-10-28,C0017,D02,E10,6,2345.5
SO001341,2022-11-13,C0017,D02,E10,5,2625.0
SO001342,2022-11-29,C0017,D02,E10,6,2386.4
SO001343,2022-12-14,C0017,D02,E10,4,2130.0
SO001344,2022-12-30,C0017,D02,E10,4,2995.0
SO001345,2023-01-16,C0017,D02,E10,7,3610.0
SO001346,2023-01-31,C0017,D02,E10,3,2730.0
SO001347,2023-02-17,C0017,D02,E10,3,1563.1
SO001348,2023-03-06,C0017,D02,E10,4,1320.0
SO001349,2023-03-21,C0017,D02,E10,6,1681.8
SO001350,2023-04-05,C0017,D02,E10,4,1140.0
SO001351,2023-04-22,C0017,D02,E10,5,1897.8
SO001352,2023-05-06,C0017,D02,E10,3,684.3
SO001353,2023-05-20,C0017,D02,E10,6,2313.7
SO001354,2023-06-05,C0017,D02,E10,7,2490.0
SO001355,2023-06-19,C0017,D02,E10,4,1875.0
SO001356,2023-07-05,C0017,D02,E10,6,2705.0
SO001357,2023-07-19,C0017,D02,E10,6,3275.7
SO001358,2023-08-02,C0017,D02,E10,5,2348.1
SO001359,2023-08-19,C0017,D02,E10,5,2340.0
SO001360,2023-09-04,C0017,D02,E10,4,1935.0
SO001361,2023-09-18,C0017,D02,E10,7,2860.0
SO001362,2023-10-01,C0017,D02,E10,6,3950.0
SO001363,2023-10-16,C0017,D02,E10,5,3569.9
SO001364,2023-10-31,C0017,D02,E10,4,1435.0
SO001365,2023-11-14,C0017,D02,E10,5,4198.85
SO001366,2023-11-30,C0017,D02,E10,4,2805.0
SO001367,2023-12-16,C0017,D02,E10,7,4093.6
SO001368,2023-12-29,C0017,D02,E10,5,3446.8
SO001369,2024-01-12,C0017,D02,E10,6,2875.0
SO001370,2024-01-27,C0017,D02,E10,7,5078.5
SO001371,2024-02-11,C0017,D02,E10,6,3733.6
SO001372,2024-02-28,C0017,D02,E10,4,2860.0
SO001373,2024-03-12,C0017,D02,E10,7,2502.85
SO001374,2024-03-26,C0017,D02,E10,5,1440.0
SO001375,2024-04-12,C0017,D02,E10,6,1976.5
SO001376,2024-04-25,C0017,D02,E10,3,1160.0
SO001377,2024-05-10,C0017,D02,E10,7,2601.25
SO001378,2024-05-27,C0017,D02,E10,6,2205.0
SO001379,2024-06-10,C0017,D02,E10,4,2029.25
SO001380,2024-06-24,C0017,D02,E10,7,2995.2
SO001381,2024-07-08,C0017,D02,E10,7,4318.6
SO001382,2024-07-21,C0017,D02,E10,3,1000.0
SO001383,2024-08-05,C0017,D02,E10,3,1220.0
SO001384,2024-08-19,C0017,D02,E10,7,2181.1
SO001385,2024-09-01,C0017,D02,E10,6,2354.75
SO001386,2024-09-16,C0017,D02,E10,7,3037.8
SO001387,2024-10-03,C0017,D02,E10,5,2445.4
SO001388,2024-10-19,C0017,D02,E10,5,2950.0
SO001389,2024-11-04,C0017,D02,E10,3,2236.8
SO001390,2024-11-20,C0017,D02,E10,3,2889.4
SO001391,2024-12-05,C0017,D02,E10,3,2673.6
SO001392,2024-12-18,C0017,D02,E10,4,1760.0
SO001393,2022-01-10,C0018,D02,E11,3,5039.0
SO001394,2022-01-20,C0018,D02,E11,7,8767.6
SO001395,2022-01-31,C0018,D02,E11,6,6930.0
SO001396,2022-02-11,C0018,D02,E11,7,6831.95
SO001397,2022-02-22,C0018,D02,E11,6,7500.0
SO001398,2022-03-06,C0018,D02,E11,7,3096.05
SO001399,2022-03-16,C0018,D02,E11,3,2265.0
SO001400,2022-03-27,C0018,D02,E11,3,1918.75
SO001401,2022-04-08,C0018,D02,E11,5,2771.6
SO001402,2022-04-18,C0018,D02,E11,4,2225.0
SO001403,2022-04-29,C0018,D02,E11,3,1362.0
SO001404,2022-05-10,C0018,D02,E11,3,1455.0
SO001405,2022-05-23,C0018,D02,E11,7,4045.0
SO001406,2022-06-02,C0018,D02,E11,6,4963.8
SO001407,2022-06-12,C0018,D02,E11,5,4223.4
SO001408,2022-06-23,C0018,D02,E11,3,2850.0
SO001409,2022-07-06,C0018,D02,E11,6,3749.7
SO001410,2022-07-18,C0018,D02,E11,3,2115.0
SO001411,2022-07-28,C0018,D02,E11,6,3775.0
SO001412,2022-08-10,C0018,D02,E11,5,3425.0
SO001413,2022-08-24,C0018,D02,E11,5,3170.0
SO001414,2022-09-05,C0018,D02,E11,3,1575.0
SO001415,2022-09-16,C0018,D02,E11,7,5730.0
SO001416,2022-09-29,C0018,D02,E11,7,5404.8
SO001417,2022-10-11,C0018,D02,E11,6,3860.0
SO001418,2022-10-23,C0018,D02,E11,4,5217.05
SO001419,2022-11-05,C0018,D02,E11,4,2056.1
SO001420,2022-11-18,C0018,D02,E11,5,6066.75
SO001421,2022-12-01,C0018,D02,E11,3,2201.25
SO001422,2022-12-12,C0018,D02,E11,3,4725.0
SO001423,2022-12-22,C0018,D02,E11,7,8740.0
SO001424,2023-01-01,C0018,D02,E11,7,9130.2
SO001425,2023-01-14,C0018,D02,E11,4,6090.0
SO001426,2023-01-27,C0018,D02,E11,3,3210.0
SO001427,2023-02-10,C0018,D02,E11,4,2531.6
SO001428,2023-02-24,C0018,D02,E11,7,5444.2
SO001429,2023-03-08,C0018,D02,E11,3,1976.65
SO001430,2023-03-21,C0018,D02,E11,6,3949.2
SO001431,2023-04-03,C0018,D02,E11,5,3661.9
SO001432,2023-04-16,C0018,D02,E11,6,4101.45
SO001433,2023-04-29,C0018,D02,E11,5,2755.0
SO001434,2023-05-11,C0018,D02,E11,5,2627.5
SO001435,2023-05-21,C0018,D02,E11,7,5030.0
SO001436,2023-06-04,C0018,D02,E11,3,3065.0
SO001437,2023-06-16,C0018,D02,E11,5,3720.0
SO001438,2023-06-30,C0018,D02,E11,6,4875.0
SO001439,2023-07-12,C0018,D02,E11,6,4439.75
SO001440,2023-07-24,C0018,D02,E11,6,4872.85
SO001441,2023-08-04,C0018,D02,E11,7,4641.95
SO001442,2023-08-16,C0018,D02,E11,5,3742.0
SO001443,2023-08-26,C0018,D02,E11,5,3819.2
SO001444,2023-09-05,C0018,D02,E11,6,3813.6
SO001445,2023-09-16,C0018,D02,E11,7,5525.0
SO001446,2023-09-29,C0018,D02,E11,6,5210.0
SO001447,2023-10-09,C0018,D02,E11,6,4660.7
SO001448,2023-10-19,C0018,D02,E11,7,6834.9
SO001449,2023-10-29,C0018,D02,E11,6,4713.4
SO001450,2023-11-10,C0018,D02,E11,6,6649.35
SO001451,2023-11-24,C0018,D02,E11,3,2886.5
SO001452,2023-12-08,C0018,D02,E11,7,7522.95
SO001453,2023-12-20,C0018,D02,E11,4,7145.0
SO001454,2023-12-31,C0018,D02,E11,5,5290.0
SO001455,2024-01-14,C0018,D02,E11,3,3383.9
SO001456,2024-01-25,C0018,D02,E11,6,5238.35
SO001457,2024-02-08,C0018,D02,E11,3,4240.0
SO001458,2024-02-19,C0018,D02,E11,6,7994.2
SO001459,2024-03-04,C0018,D02,E11,5,3370.1
SO001460,2024-03-17,C0018,D02,E11,5,3890.8
SO001461,2024-03-27,C0018,D02,E11,3,3260.0
SO001462,2024-04-09,C0018,D02,E11,4,2900.0
SO001463,2024-04-21,C0018,D02,E11,5,3670.0
SO001464,2024-05-05,C0018,D02,E11,6,4198.3
SO001465,2024-05-19,C0018,D02,E11,7,3490.0
SO001466,2024-06-02,C0018,D02,E11,5,5183.2
SO001467,2024-06-14,C0018,D02,E11,5,5479.9
SO001468,2024-06-25,C0018,D02,E11,4,2871.35
SO001469,2024-07-07,C0018,D02,E11,4,4350.0
SO001470,2024-07-21,C0018,D02,E11,6,6785.0
SO001471,2024-07-31,C0018,D02,E11,4,3105.0
SO001472,2024-08-11,C0018,D02,E11,6,6914.8
SO001473,2024-08-23,C0018,D02,E11,7,4470.2
SO001474,2024-09-06,C0018,D02,E11,4,2573.25
SO001475,2024-09-17,C0018,D02,E11,4,5205.7
SO001476,2024-10-01,C0018,D02,E11,3,4049.85
SO001477,2024-10-14,C0018,D02,E11,3,2875.0
SO001478,2024-10-26,C0018,D02,E11,6,5123.25
SO001479,2024-11-09,C0018,D02,E11,5,5699.6
SO001480,2024-11-23,C0018,D02,E11,5,6500.0
SO001481,2024-12-07,C0018,D02,E11,4,4665.0
SO001482,2024-12-20,C0018,D02,E11,3,4870.0
SO001483,2022-01-06,C0019,D01,E06,4,2691.3
SO001484,2022-01-18,C0019,D01,E06,5,5114.3
SO001485,2022-01-31,C0019,D01,E06,6,4185.0
SO001486,2022-02-12,C0019,D01,E06,6,5348.4
SO001487,2022-02-23,C0019,D01,E06,6,9738.8
SO001488,2022-03-06,C0019,D01,E06,4,2225.0
SO001489,2022-03-18,C0019,D01,E06,5,2570.0
SO001490,2022-03-29,C0019,D01,E06,3,1783.85
SO001491,2022-04-08,C0019,D01,E06,4,3005.2
SO001492,2022-04-18,C0019,D01,E06,7,3968.6
SO001493,2022-05-02,C0019,D01,E06,7,4701.25
SO001494,2022-05-15,C0019,D01,E06,6,3680.0
SO001495,2022-05-25,C0019,D01,E06,4,2000.0
SO001496,2022-06-07,C0019,D01,E06,7,5205.0
SO001497,2022-06-20,C0019,D01,E06,4,2540.0
SO001498,2022-06-30,C0019,D01,E06,3,2145.0
SO001499,2022-07-10,C0019,D01,E06,7,5315.8
SO001500,2022-07-23,C0019,D01,E06,7,5415.6
SO001501,2022-08-04,C0019,D01,E06,4,2820.0
SO001502,2022-08-14,C0019,D01,E06,5,3956.0
SO001503,2022-08-24,C0019,D01,E06,7,5032.2
SO001504,2022-09-03,C0019,D01,E06,3,2745.0
SO001505,2022-09-13,C0019,D01,E06,6,4066.5
SO001506,2022-09-26,C0019,D01,E06,4,4476.6
SO001507,2022-10-09,C0019,D01,E06,4,4025.0
SO001508,2022-10-19,C0019,D01,E06,3,2239.4
SO001509,2022-10-31,C0019,D01,E06,5,2785.0
SO001510,2022-11-11,C0019,D01,E06,6,6908.55
SO001511,2022-11-22,C0019,D01,E06,5,3580.5
SO001512,2022-12-05,C0019,D01,E06,3,3135.0
SO001513,2022-12-19,C0019,D01,E06,5,7365.0
SO001514,2023-01-01,C0019,D01,E06,4,6701.1
SO001515,2023-01-13,C0019,D01,E06,5,4230.0
SO001516,2023-01-25,C0019,D01,E06,6,4551.35
SO001517,2023-02-05,C0019,D01,E06,6,5930.0
SO001518,2023-02-15,C0019,D01,E06,4,5665.0
SO001519,2023-02-25,C0019,D01,E06,6,6060.0
SO001520,2023-03-08,C0019,D01,E06,5,3690.0
SO001521,2023-03-22,C0019,D01,E06,4,2675.0
SO001522,2023-04-05,C0019,D01,E06,6,3635.25
SO001523,2023-04-17,C0019,D01,E06,3,2642.5
SO001524,2023-04-27,C0019,D01,E06,6,4127.35
SO001525,2023-05-09,C0019,D01,E06,3,2120.1
SO001526,2023-05-20,C0019,D01,E06,7,3450.2
SO001527,2023-05-31,C0019,D01,E06,7,3379.2
SO001528,2023-06-14,C0019,D01,E06,5,3614.8
SO001529,2023-06-26,C0019,D01,E06,6,5727.5
SO001530,2023-07-07,C0019,D01,E06,6,5925.0
SO001531,2023-07-21,C0019,D01,E06,3,3018.4
SO001532,2023-08-02,C0019,D01,E06,6,4330.0
SO001533,2023-08-15,C0019,D01,E06,7,7240.0
SO001534,2023-08-29,C0019,D01,E06,7,5082.6
SO001535,2023-09-12,C0019,D01,E06,3,3541.8
SO001536,2023-09-23,C0019,D01,E06,4,3485.0
SO001537,2023-10-07,C0019,D01,E06,7,5195.6
SO001538,2023-10-21,C0019,D01,E06,4,5277.25
SO001539,2023-11-02,C0019,D01,E06,3,4018.4
SO001540,2023-11-14,C0019,D01,E06,5,6384.8
SO001541,2023-11-27,C0019,D01,E06,6,8063.8
SO001542,2023-12-07,C0019,D01,E06,6,7890.0
SO001543,2023-12-18,C0019,D01,E06,6,5980.0
SO001544,2024-01-01,C0019,D01,E06,7,8923.8
SO001545,2024-01-15,C0019,D01,E06,4,5397.1
SO001546,2024-01-26,C0019,D01,E06,3,2965.0
SO001547,2024-02-05,C0019,D01,E06,4,5729.2
SO001548,2024-02-18,C0019,D01,E06,4,4290.0
SO001549,2024-03-03,C0019,D01,E06,5,3698.4
SO001550,2024-03-17,C0019,D01,E06,7,4382.7
SO001551,2024-03-30,C0019,D01,E06,4,3034.7
SO001552,2024-04-13,C0019,D01,E06,6,4650.0
SO001553,2024-04-23,C0019,D01,E06,3,2232.9
SO001554,2024-05-07,C0019,D01,E06,7,4305.0
SO001555,2024-05-17,C0019,D01,E06,7,3670.5
SO001556,2024-05-28,C0019,D01,E06,4,2700.0
SO001557,2024-06-11,C0019,D01,E06,3,2244.4
SO001558,2024-06-24,C0019,D01,E06,4,3973.75
SO001559,2024-07-08,C0019,D01,E06,4,3584.35
SO001560,2024-07-19,C0019,D01,E06,4,3617.4
SO001561,2024-07-29,C0019,D01,E06,4,3540.0
SO001562,2024-08-10,C0019,D01,E06,7,5022.0
SO001563,2024-08-20,C0019,D01,E06,6,5005.0
SO001564,2024-08-31,C0019,D01,E06,5,3900.0
SO001565,2024-09-13,C0019,D01,E06,3,3304.5
SO001566,2024-09-27,C0019,D01,E06,5,3630.4
SO001567,2024-10-11,C0019,D01,E06,4,2236.2
SO001568,2024-10-24,C0019,D01,E06,4,4418.85
SO001569,2024-11-03,C0019,D01,E06,3,4089.75
SO001570,2024-11-14,C0019,D01,E06,7,7960.0
SO001571,2024-11-25,C0019,D01,E06,5,8496.4
SO001572,2024-12-07,C0019,D01,E06,5,5431.75
SO001573,2024-12-20,C0019,D01,E06,7,7903.8
SO001574,2024-12-31,C0019,D01,E06,4,7180.0
SO001575,2022-01-07,C0020,D01,E07,4,2610.0
SO001576,2022-01-23,C0020,D01,E07,5,1955.0
SO001577,2022-02-09,C0020,D01,E07,7,3096.1
SO001578,2022-02-23,C0020,D01,E07,4,1468.0
SO001579,2022-03-08,C0020,D01,E07,7,2222.75
SO001580,2022-03-23,C0020,D01,E07,7,2415.1
SO001581,2022-04-06,C0020,D01,E07,5,1528.1
SO001582,2022-04-21,C0020,D01,E07,3,525.0
SO001583,2022-05-08,C0020,D01,E07,4,1640.0
SO001584,2022-05-21,C0020,D01,E07,4,2070.0
SO001585,2022-06-03,C0020,D01,E07,5,1653.7
SO001586,2022-06-16,C0020,D01,E07,5,2299.2
SO001587,2022-06-30,C0020,D01,E07,4,1590.0
SO001588,2022-07-13,C0020,D01,E07,4,1832.2
SO001589,2022-07-29,C0020,D01,E07,4,1907.35
SO001590,2022-08-13,C0020,D01,E07,7,2717.4
SO001591,2022-08-29,C0020,D01,E07,3,1085.0
SO001592,2022-09-15,C0020,D01,E07,6,2245.0
SO001593,2022-10-02,C0020,D01,E07,4,1928.4
SO001594,2022-10-19,C0020,D01,E07,7,3151.8
SO001595,2022-11-01,C0020,D01,E07,5,2100.0
SO001596,2022-11-16,C0020,D01,E07,4,2550.0
SO001597,2022-12-03,C0020,D01,E07,6,2562.5
SO001598,2022-12-16,C0020,D01,E07,6,3660.0
SO001599,2023-01-01,C0020,D01,E07,7,4090.0
SO001600,2023-01-14,C0020,D01,E07,7,4291.0
SO001601,2023-01-30,C0020,D01,E07,5,1940.0
SO001602,2023-02-12,C0020,D01,E07,7,3593.2
SO001603,2023-02-27,C0020,D01,E07,6,2545.0
SO001604,2023-03-16,C0020,D01,E07,4,1480.6
SO001605,2023-03-30,C0020,D01,E07,6,2160.0
SO001606,2023-04-12,C0020,D01,E07,7,1972.2
SO001607,2023-04-29,C0020,D01,E07,6,1607.4
SO001608,2023-05-14,C0020,D01,E07,3,1145.0
SO001609,2023-05-30,C0020,D01,E07,4,964.55
SO001610,2023-06-12,C0020,D01,E07,7,2557.4
SO001611,2023-06-25,C0020,D01,E07,3,1455.0
SO001612,2023-07-08,C0020,D01,E07,7,2726.5
SO001613,2023-07-21,C0020,D01,E07,6,2575.0
SO001614,2023-08-03,C0020,D01,E07,4,2210.0
SO001615,2023-08-18,C0020,D01,E07,5,2095.0
SO001616,2023-09-04,C0020,D01,E07,3,1986.2
SO001617,2023-09-17,C0020,D01,E07,6,2958.6
SO001618,2023-10-01,C0020,D01,E07,3,1324.3
SO001619,2023-10-16,C0020,D01,E07,4,2320.15
SO001620,2023-11-01,C0020,D01,E07,6,2795.0
SO001621,2023-11-15,C0020,D01,E07,7,5573.4
SO001622,2023-12-01,C0020,D01,E07,4,1907.8
SO001623,2023-12-17,C0020,D01,E07,5,2275.05
SO001624,2023-12-31,C0020,D01,E07,3,3015.0
SO001625,2024-01-17,C0020,D01,E07,7,5839.7
SO001626,2024-02-01,C0020,D01,E07,6,3696.65
SO001627,2024-02-17,C0020,D01,E07,6,4665.0
SO001628,2024-03-03,C0020,D01,E07,4,1470.0
SO001629,2024-03-17,C0020,D01,E07,7,2615.7
SO001630,2024-04-03,C0020,D01,E07,4,1025.0
SO001631,2024-04-16,C0020,D01,E07,5,1725.0
SO001632,2024-04-29,C0020,D01,E07,4,984.6
SO001633,2024-05-13,C0020,D01,E07,6,2199.2
SO001634,2024-05-26,C0020,D01,E07,4,1550.0
SO001635,2024-06-08,C0020,D01,E07,7,3252.8
SO001636,2024-06-22,C0020,D01,E07,7,2193.05
SO001637,2024-07-06,C0020,D01,E07,4,1535.0
SO001638,2024-07-19,C0020,D01,E07,4,844.6
SO001639,2024-08-01,C0020,D01,E07,6,2963.35
SO001640,2024-08-17,C0020,D01,E07,5,2190.0
SO001641,2024-09-03,C0020,D01,E07,4,2987.6
SO001642,2024-09-18,C0020,D01,E07,3,1914.75
SO001643,2024-10-01,C0020,D01,E07,5,2600.6
SO001644,2024-10-18,C0020,D01,E07,7,3755.4
SO001645,2024-11-03,C0020,D01,E07,4,3695.5
SO001646,2024-11-19,C0020,D01,E07,7,5826.4
SO001647,2024-12-02,C0020,D01,E07,7,5407.9
SO001648,2024-12-16,C0020,D01,E07,6,3145.0
SO001649,2024-12-31,C0020,D01,E07,4,4130.0
SO001650,2022-01-01,C0021,D01,E08,3,3310.0
SO001651,2022-01-11,C0021,D01,E08,7,6986.4
SO001652,2022-01-24,C0021,D01,E08,5,3710.0
SO001653,2022-02-06,C0021,D01,E08,7,8392.4
SO001654,2022-02-19,C0021,D01,E08,6,8228.6
SO001655,2022-03-02,C0021,D01,E08,5,1871.0
SO001656,2022-03-14,C0021,D01,E08,5,2525.0
SO001657,2022-03-24,C0021,D01,E08,7,4498.75
SO001658,2022-04-06,C0021,D01,E08,6,2965.0
SO001659,2022-04-16,C0021,D01,E08,7,3477.8
SO001660,2022-04-29,C0021,D01,E08,4,1845.5
SO001661,2022-05-12,C0021,D01,E08,5,2085.75
SO001662,2022-05-26,C0021,D01,E08,7,4000.0
SO001663,2022-06-07,C0021,D01,E08,6,3918.95
SO001664,2022-06-20,C0021,D01,E08,3,2850.0
SO001665,2022-07-02,C0021,D01,E08,7,4161.2
SO001666,2022-07-14,C0021,D01,E08,7,5157.7
SO001667,2022-07-27,C0021,D01,E08,3,1435.0
SO001668,2022-08-09,C0021,D01,E08,5,2419.2
SO001669,2022-08-20,C0021,D01,E08,7,5866.45
SO001670,2022-09-02,C0021,D01,E08,6,4350.0
SO001671,2022-09-15,C0021,D01,E08,4,3280.0
SO001672,2022-09-29,C0021,D01,E08,6,5437.4
SO001673,2022-10-11,C0021,D01,E08,4,3638.8
SO001674,2022-10-25,C0021,D01,E08,7,7112.8
SO001675,2022-11-06,C0021,D01,E08,5,6405.0
SO001676,2022-11-17,C0021,D01,E08,4,2900.4
SO001677,2022-11-27,C0021,D01,E08,4,3615.25
SO001678,2022-12-07,C0021,D01,E08,6,7815.0
SO001679,2022-12-20,C0021,D01,E08,7,8085.0
SO001680,2023-01-03,C0021,D01,E08,7,7098.7
SO001681,2023-01-15,C0021,D01,E08,4,5120.0
SO001682,2023-01-28,C0021,D01,E08,4,5618.55
SO001683,2023-02-07,C0021,D01,E08,3,3300.0
SO001684,2023-02-19,C0021,D01,E08,3,2655.0
SO001685,2023-03-03,C0021,D01,E08,7,4810.0
SO001686,2023-03-14,C0021,D01,E08,4,1766.2
SO001687,2023-03-25,C0021,D01,E08,6,4511.9
SO001688,2023-04-07,C0021,D01,E08,7,4095.7
SO001689,2023-04-19,C0021,D01,E08,5,3117.0
SO001690,2023-04-29,C0021,D01,E08,7,5376.95
SO001691,2023-05-10,C0021,D01,E08,3,845.0
SO001692,2023-05-24,C0021,D01,E08,4,3350.0
SO001693,2023-06-04,C0021,D01,E08,3,2790.0
SO001694,2023-06-16,C0021,D01,E08,7,6715.0
SO001695,2023-06-29,C0021,D01,E08,4,4535.75
SO001696,2023-07-12,C0021,D01,E08,6,4456.8
SO001697,2023-07-25,C0021,D01,E08,6,4545.0
SO001698,2023-08-05,C0021,D01,E08,7,5233.55
SO001699,2023-08-17,C0021,D01,E08,4,2300.0
SO001700,2023-08-31,C0021,D01,E08,7,5165.0
SO001701,2023-09-11,C0021,D01,E08,7,5647.35
SO001702,2023-09-22,C0021,D01,E08,7,6498.7
SO001703,2023-10-06,C0021,D01,E08,5,2070.0
SO001704,2023-10-16,C0021,D01,E08,7,9305.7
SO001705,2023-10-30,C0021,D01,E08,6,6970.9
SO001706,2023-11-09,C0021,D01,E08,5,5190.0
SO001707,2023-11-20,C0021,D01,E08,3,4700.9
SO001708,2023-12-01,C0021,D01,E08,6,6870.0
SO001709,2023-12-11,C0021,D01,E08,5,7000.0
SO001710,2023-12-25,C0021,D01,E08,3,3226.8
SO001711,2024-01-08,C0021,D01,E08,3,5228.0
SO001712,2024-01-21,C0021,D01,E08,7,8041.6
SO001713,2024-01-31,C0021,D01,E08,4,3931.35
SO001714,2024-02-14,C0021,D01,E08,5,7152.95
SO001715,2024-02-28,C0021,D01,E08,3,2110.0
SO001716,2024-03-10,C0021,D01,E08,5,2715.0
SO001717,2024-03-24,C0021,D01,E08,4,2565.0
SO001718,2024-04-05,C0021,D01,E08,6,4199.75
SO001719,2024-04-18,C0021,D01,E08,5,3157.5
SO001720,2024-05-01,C0021,D01,E08,4,2150.0
SO001721,2024-05-12,C0021,D01,E08,6,4266.0
SO001722,2024-05-26,C0021,D01,E08,5,3420.0
SO001723,2024-06-08,C0021,D01,E08,6,6253.4
SO001724,2024-06-18,C0021,D01,E08,5,4450.0
SO001725,2024-06-28,C0021,D01,E08,7,5527.5
SO001726,2024-07-08,C0021,D01,E08,5,3780.0
SO001727,2024-07-21,C0021,D01,E08,3,2960.0
SO001728,2024-08-01,C0021,D01,E08,6,5209.2
SO001729,2024-08-15,C0021,D01,E08,7,4441.1
SO001730,2024-08-27,C0021,D01,E08,7,6100.0
SO001731,2024-09-08,C0021,D01,E08,3,1453.6
SO001732,2024-09-19,C0021,D01,E08,6,6006.2
SO001733,2024-10-02,C0021,D01,E08,7,9969.4
SO001734,2024-10-12,C0021,D01,E08,7,9149.4
SO001735,2024-10-25,C0021,D01,E08,5,4460.25
SO001736,2024-11-04,C0021,D01,E08,6,9412.75
SO001737,2024-11-18,C0021,D01,E08,5,4310.8
SO001738,2024-11-28,C0021,D01,E08,4,5545.0
SO001739,2024-12-08,C0021,D01,E08,3,5210.0
SO001740,2024-12-21,C0021,D01,E08,4,2873.0
SO001741,2022-01-02,C0022,D02,E09,4,3444.7
SO001742,2022-01-16,C0022,D02,E09,7,7608.65
SO001743,2022-01-27,C0022,D02,E09,4,4040.0
SO001744,2022-02-10,C0022,D02,E09,3,2470.0
SO001745,2022-02-24,C0022,D02,E09,3,3735.0
SO001746,2022-03-07,C0022,D02,E09,3,958.75
SO001747,2022-03-19,C0022,D02,E09,3,2475.0
SO001748,2022-03-31,C0022,D02,E09,6,2567.0
SO001749,2022-04-14,C0022,D02,E09,6,4945.5
SO001750,2022-04-26,C0022,D02,E09,4,2678.15
SO001751,2022-05-10,C0022,D02,E09,3,1193.4
SO001752,2022-05-24,C0022,D02,E09,3,1440.0
SO001753,2022-06-05,C0022,D02,E09,6,4350.0
SO001754,2022-06-18,C0022,D02,E09,3,2170.0
SO001755,2022-06-30,C0022,D02,E09,3,2130.0
SO001756,2022-07-14,C0022,D02,E09,4,2263.8
SO001757,2022-07-26,C0022,D02,E09,3,2785.0
SO001758,2022-08-08,C0022,D02,E09,6,4495.0
SO001759,2022-08-20,C0022,D02,E09,7,5210.0
SO001760,2022-08-31,C0022,D02,E09,6,4939.75
SO001761,2022-09-11,C0022,D02,E09,7,4641.25
SO001762,2022-09-23,C0022,D02,E09,6,4185.75
SO001763,2022-10-03,C0022,D02,E09,5,3159.3
SO001764,2022-10-14,C0022,D02,E09,6,5685.85
SO001765,2022-10-26,C0022,D02,E09,6,4984.5
SO001766,2022-11-09,C0022,D02,E09,5,4672.0
SO001767,2022-11-23,C0022,D02,E09,5,6666.75
SO001768,2022-12-04,C0022,D02,E09,3,3715.0
SO001769,2022-12-14,C0022,D02,E09,7,6794.0
SO001770,2022-12-26,C0022,D02,E09,4,3835.0
SO001771,2023-01-08,C0022,D02,E09,4,5790.0
SO001772,2023-01-21,C0022,D02,E09,5,4829.7
SO001773,2023-02-03,C0022,D02,E09,6,7123.2
SO001774,2023-02-14,C0022,D02,E09,5,4665.0
SO001775,2023-02-24,C0022,D02,E09,6,5269.4
SO001776,2023-03-10,C0022,D02,E09,5,4555.0
SO001777,2023-03-24,C0022,D02,E09,5,2626.1
SO001778,2023-04-04,C0022,D02,E09,7,5218.6
SO001779,2023-04-14,C0022,D02,E09,6,4145.0
SO001780,2023-04-28,C0022,D02,E09,7,4245.0
SO001781,2023-05-09,C0022,D02,E09,5,3680.0
SO001782,2023-05-21,C0022,D02,E09,4,3340.8
SO001783,2023-06-01,C0022,D02,E09,7,5185.0
SO001784,2023-06-12,C0022,D02,E09,5,3740.0
SO001785,2023-06-26,C0022,D02,E09,7,3600.0
SO001786,2023-07-08,C0022,D02,E09,6,3782.7
SO001787,2023-07-20,C0022,D02,E09,4,3598.5
SO001788,2023-08-03,C0022,D02,E09,5,3170.0
SO001789,2023-08-16,C0022,D02,E09,5,3688.9
SO001790,2023-08-29,C0022,D02,E09,5,4030.0
SO001791,2023-09-08,C0022,D02,E09,6,4460.0
SO001792,2023-09-21,C0022,D02,E09,4,3085.0
SO001793,2023-10-05,C0022,D02,E09,3,2385.0
SO001794,2023-10-18,C0022,D02,E09,3,3168.25
SO001795,2023-10-31,C0022,D02,E09,3,3324.4
SO001796,2023-11-11,C0022,D02,E09,7,11250.7
SO001797,2023-11-23,C0022,D02,E09,7,7739.65
SO001798,2023-12-06,C0022,D02,E09,5,6325.9
SO001799,2023-12-16,C0022,D02,E09,6,5903.25
