SalesLineID,OrderID,OrderDate,CustomerID,DistributorID,RepEmployeeID,ProductID,Quantity,UnitPrice,DiscountPct,LineRevenue,PromotionID
SL0000905,SO000184,2022-01-08,C0003,D01,E08,P008,3,105,0,315,
SL0000906,SO000184,2022-01-08,C0003,D01,E08,P021,3,190,0,570,
SL0000907,SO000184,2022-01-08,C0003,D01,E08,P014,8,95,0,760,
SL0000908,SO000185,2022-01-25,C0003,D01,E08,P010,2,125,0,250,
SL0000909,SO000185,2022-01-25,C0003,D01,E08,P004,3,70,0,210,
SL0000910,SO000185,2022-01-25,C0003,D01,E08,P014,8,95,0,760,
SL0000911,SO000185,2022-01-25,C0003,D01,E08,P003,5,95,0,475,
SL0000912,SO000186,2022-02-11,C0003,D01,E08,P021,3,190,0,570,
SL0000913,SO000186,2022-02-11,C0003,D01,E08,P020,2,125,0,250,
SL0000914,SO000186,2022-02-11,C0003,D01,E08,P004,6,70,0,420,
SL0000915,SO000186,2022-02-11,C0003,D01,E08,P015,5,85,0,425,
SL0000916,SO000187,2022-02-24,C0003,D01,E08,P017,8,90,0,720,
SL0000917,SO000187,2022-02-24,C0003,D01,E08,P004,8,70,0,560,
SL0000918,SO000187,2022-02-24,C0003,D01,E08,P018,8,135,0,1080,
SL0000919,SO000188,2022-03-13,C0003,D01,E08,P010,2,125,0,250,
SL0000920,SO000188,2022-03-13,C0003,D01,E08,P019,4,115,0,460,
SL0000921,SO000188,2022-03-13,C0003,D01,E08,P021,4,184.3,0.03,737.2,
SL0000922,SO000188,2022-03-13,C0003,D01,E08,P001,3,63.05,0.03,189.15,
SL0000923,SO000189,2022-03-26,C0003,D01,E08,P007,1,110,0,110,
SL0000924,SO000189,2022-03-26,C0003,D01,E08,P022,2,220,0,440,
SL0000925,SO000189,2022-03-26,C0003,D01,E08,P002,3,60,0,180,
SL0000926,SO000189,2022-03-26,C0003,D01,E08,P005,4,120,0,480,
SL0000927,SO000189,2022-03-26,C0003,D01,E08,P019,3,115,0,345,
SL0000928,SO000189,2022-03-26,C0003,D01,E08,P020,5,125,0,625,
SL0000929,SO000189,2022-03-26,C0003,D01,E08,P009,1,130,0,130,
SL0000930,SO000190,2022-04-09,C0003,D01,E08,P004,4,70,0,280,
SL0000931,SO000190,2022-04-09,C0003,D01,E08,P010,3,125,0,375,
SL0000932,SO000190,2022-04-09,C0003,D01,E08,P014,4,95,0,380,
SL0000933,SO000190,2022-04-09,C0003,D01,E08,P022,1,213.4,0.03,213.4,
SL0000934,SO000191,2022-04-23,C0003,D01,E08,P017,1,90,0,90,
SL0000935,SO000191,2022-04-23,C0003,D01,E08,P012,2,77.6,0.03,155.2,
SL0000936,SO000191,2022-04-23,C0003,D01,E08,P022,2,213.4,0.03,426.8,
SL0000937,SO000192,2022-05-06,C0003,D01,E08,P012,1,80,0,80,
SL0000938,SO000192,2022-05-06,C0003,D01,E08,P014,4,95,0,380,
SL0000939,SO000192,2022-05-06,C0003,D01,E08,P018,3,135,0,405,
SL0000940,SO000192,2022-05-06,C0003,D01,E08,P005,1,120,0,120,
SL0000941,SO000192,2022-05-06,C0003,D01,E08,P003,4,95,0,380,
SL0000942,SO000192,2022-05-06,C0003,D01,E08,P010,5,125,0,625,
SL0000943,SO000193,2022-05-22,C0003,D01,E08,P022,1,220,0,220,
SL0000944,SO000193,2022-05-22,C0003,D01,E08,P007,4,110,0,440,
SL0000945,SO000193,2022-05-22,C0003,D01,E08,P001,3,65,0,195,
SL0000946,SO000193,2022-05-22,C0003,D01,E08,P013,5,75,0,375,
SL0000947,SO000193,2022-05-22,C0003,D01,E08,P010,4,125,0,500,
SL0000948,SO000193,2022-05-22,C0003,D01,E08,P008,4,101.85,0.03,407.4,
SL0000949,SO000194,2022-06-07,C0003,D01,E08,P013,8,75,0,600,
SL0000950,SO000194,2022-06-07,C0003,D01,E08,P014,4,95,0,380,
SL0000951,SO000194,2022-06-07,C0003,D01,E08,P006,3,90,0,270,
SL0000952,SO000195,2022-06-21,C0003,D01,E08,P020,3,125,0,375,
SL0000953,SO000195,2022-06-21,C0003,D01,E08,P007,3,110,0,330,
SL0000954,SO000195,2022-06-21,C0003,D01,E08,P005,4,120,0,480,
SL0000955,SO000195,2022-06-21,C0003,D01,E08,P022,3,220,0,660,
SL0000956,SO000195,2022-06-21,C0003,D01,E08,P002,3,60,0,180,
SL0000957,SO000195,2022-06-21,C0003,D01,E08,P013,8,75,0,600,
SL0000958,SO000196,2022-07-05,C0003,D01,E08,P013,6,75,0,450,
SL0000959,SO000196,2022-07-05,C0003,D01,E08,P010,2,125,0,250,
SL0000960,SO000196,2022-07-05,C0003,D01,E08,P011,5,120,0,600,
SL0000961,SO000196,2022-07-05,C0003,D01,E08,P003,4,95,0,380,
SL0000962,SO000196,2022-07-05,C0003,D01,E08,P004,4,67.9,0.03,271.6,
SL0000963,SO000196,2022-07-05,C0003,D01,E08,P022,4,220,0,880,
SL0000964,SO000197,2022-07-21,C0003,D01,E08,P001,8,65,0,520,
SL0000965,SO000197,2022-07-21,C0003,D01,E08,P012,3,80,0,240,
SL0000966,SO000197,2022-07-21,C0003,D01,E08,P008,4,105,0,420,
SL0000967,SO000197,2022-07-21,C0003,D01,E08,P022,2,220,0,440,
SL0000968,SO000198,2022-08-06,C0003,D01,E08,P001,3,65,0,195,
SL0000969,SO000198,2022-08-06,C0003,D01,E08,P006,3,90,0,270,
SL0000970,SO000198,2022-08-06,C0003,D01,E08,P015,4,82.45,0.03,329.8,
SL0000971,SO000198,2022-08-06,C0003,D01,E08,P002,3,60,0,180,
SL0000972,SO000198,2022-08-06,C0003,D01,E08,P013,8,75,0,600,
SL0000973,SO000199,2022-08-22,C0003,D01,E08,P006,5,90,0,450,
SL0000974,SO000199,2022-08-22,C0003,D01,E08,P019,3,115,0,345,
SL0000975,SO000199,2022-08-22,C0003,D01,E08,P010,3,121.25,0.03,363.75,
SL0000976,SO000200,2022-09-06,C0003,D01,E08,P006,6,87.3,0.03,523.8,
SL0000977,SO000200,2022-09-06,C0003,D01,E08,P007,5,106.7,0.03,533.5,
SL0000978,SO000200,2022-09-06,C0003,D01,E08,P022,4,220,0,880,
SL0000979,SO000200,2022-09-06,C0003,D01,E08,P014,4,95,0,380,
SL0000980,SO000201,2022-09-23,C0003,D01,E08,P015,3,85,0,255,
SL0000981,SO000201,2022-09-23,C0003,D01,E08,P002,8,60,0,480,
SL0000982,SO000201,2022-09-23,C0003,D01,E08,P006,8,90,0,720,
SL0000983,SO000201,2022-09-23,C0003,D01,E08,P011,8,120,0,960,
SL0000984,SO000202,2022-10-09,C0003,D01,E08,P017,4,90,0,360,
SL0000985,SO000202,2022-10-09,C0003,D01,E08,P018,2,135,0,270,
SL0000986,SO000202,2022-10-09,C0003,D01,E08,P008,3,101.85,0.03,305.55,
SL0000987,SO000202,2022-10-09,C0003,D01,E08,P002,2,60,0,120,
SL0000988,SO000202,2022-10-09,C0003,D01,E08,P020,6,125,0,750,
SL0000989,SO000202,2022-10-09,C0003,D01,E08,P014,6,95,0,570,
SL0000990,SO000203,2022-10-23,C0003,D01,E08,P009,7,119.6,0.08,837.2,PR02
SL0000991,SO000203,2022-10-23,C0003,D01,E08,P003,6,90.25,0.05,541.5,PR02
SL0000992,SO000203,2022-10-23,C0003,D01,E08,P014,3,87.4,0.08,262.2,PR02
SL0000993,SO000203,2022-10-23,C0003,D01,E08,P018,3,124.2,0.08,372.6,PR02
SL0000994,SO000203,2022-10-23,C0003,D01,E08,P013,4,71.25,0.05,285,PR02
SL0000995,SO000203,2022-10-23,C0003,D01,E08,P019,9,109.25,0.05,983.25,PR02
SL0000996,SO000204,2022-11-07,C0003,D01,E08,P012,7,80,0,560,
SL0000997,SO000204,2022-11-07,C0003,D01,E08,P019,5,115,0,575,
SL0000998,SO000204,2022-11-07,C0003,D01,E08,P010,2,125,0,250,
SL0000999,SO000205,2022-11-24,C0003,D01,E08,P002,3,60,0,180,
SL0001000,SO000205,2022-11-24,C0003,D01,E08,P003,3,92.15,0.03,276.45,
SL0001001,SO000205,2022-11-24,C0003,D01,E08,P006,2,87.3,0.03,174.6,
SL0001002,SO000205,2022-11-24,C0003,D01,E08,P022,3,220,0,660,
SL0001003,SO000205,2022-11-24,C0003,D01,E08,P016,5,80,0,400,
SL0001004,SO000206,2022-12-08,C0003,D01,E08,P019,5,115,0,575,
SL0001005,SO000206,2022-12-08,C0003,D01,E08,P008,6,101.85,0.03,611.1,
SL0001006,SO000206,2022-12-08,C0003,D01,E08,P004,5,70,0,350,
SL0001007,SO000206,2022-12-08,C0003,D01,E08,P020,4,121.25,0.03,485,
SL0001008,SO000207,2022-12-25,C0003,D01,E08,P008,2,105,0,210,
SL0001009,SO000207,2022-12-25,C0003,D01,E08,P018,5,135,0,675,
SL0001010,SO000207,2022-12-25,C0003,D01,E08,P003,5,95,0,475,
SL0001011,SO000208,2023-01-07,C0003,D01,E08,P012,8,80,0,640,
SL0001012,SO000208,2023-01-07,C0003,D01,E08,P020,4,125,0,500,
SL0001013,SO000208,2023-01-07,C0003,D01,E08,P021,3,190,0,570,
SL0001014,SO000208,2023-01-07,C0003,D01,E08,P023,5,135,0,675,
SL0001015,SO000209,2023-01-22,C0003,D01,E08,P008,5,105,0,525,
SL0001016,SO000209,2023-01-22,C0003,D01,E08,P022,8,220,0,1760,
SL0001017,SO000209,2023-01-22,C0003,D01,E08,P011,2,116.4,0.03,232.8,
SL0001018,SO000209,2023-01-22,C0003,D01,E08,P018,3,135,0,405,
SL0001019,SO000209,2023-01-22,C0003,D01,E08,P023,7,135,0,945,
SL0001020,SO000209,2023-01-22,C0003,D01,E08,P007,5,110,0,550,
SL0001021,SO000209,2023-01-22,C0003,D01,E08,P021,3,190,0,570,
SL0001022,SO000210,2023-02-06,C0003,D01,E08,P007,5,110,0,550,
SL0001023,SO000210,2023-02-06,C0003,D01,E08,P011,2,120,0,240,
SL0001024,SO000210,2023-02-06,C0003,D01,E08,P015,3,85,0,255,
SL0001025,SO000210,2023-02-06,C0003,D01,E08,P023,5,135,0,675,
SL0001026,SO000210,2023-02-06,C0003,D01,E08,P017,3,90,0,270,
SL0001027,SO000211,2023-02-21,C0003,D01,E08,P013,5,75,0,375,
SL0001028,SO000211,2023-02-21,C0003,D01,E08,P007,3,110,0,330,
SL0001029,SO000211,2023-02-21,C0003,D01,E08,P004,5,70,0,350,
SL0001030,SO000211,2023-02-21,C0003,D01,E08,P001,2,65,0,130,
SL0001031,SO000212,2023-03-07,C0003,D01,E08,P018,4,135,0,540,
SL0001032,SO000212,2023-03-07,C0003,D01,E08,P004,3,70,0,210,
SL0001033,SO000212,2023-03-07,C0003,D01,E08,P003,4,95,0,380,
SL0001034,SO000212,2023-03-07,C0003,D01,E08,P020,4,125,0,500,
SL0001035,SO000212,2023-03-07,C0003,D01,E08,P001,4,65,0,260,
SL0001036,SO000213,2023-03-20,C0003,D01,E08,P014,2,95,0,190,
SL0001037,SO000213,2023-03-20,C0003,D01,E08,P023,3,135,0,405,
SL0001038,SO000213,2023-03-20,C0003,D01,E08,P022,3,220,0,660,
SL0001039,SO000213,2023-03-20,C0003,D01,E08,P018,3,135,0,405,
SL0001040,SO000213,2023-03-20,C0003,D01,E08,P011,5,116.4,0.03,582,
SL0001041,SO000213,2023-03-20,C0003,D01,E08,P021,2,190,0,380,
SL0001042,SO000214,2023-04-02,C0003,D01,E08,P011,2,120,0,240,
SL0001043,SO000214,2023-04-02,C0003,D01,E08,P010,5,125,0,625,
SL0001044,SO000214,2023-04-02,C0003,D01,E08,P004,3,70,0,210,
SL0001045,SO000215,2023-04-15,C0003,D01,E08,P002,5,60,0,300,
SL0001046,SO000215,2023-04-15,C0003,D01,E08,P011,2,120,0,240,
SL0001047,SO000215,2023-04-15,C0003,D01,E08,P005,2,120,0,240,
SL0001048,SO000216,2023-04-29,C0003,D01,E08,P022,4,220,0,880,
SL0001049,SO000216,2023-04-29,C0003,D01,E08,P019,4,111.55,0.03,446.2,
SL0001050,SO000216,2023-04-29,C0003,D01,E08,P010,2,121.25,0.03,242.5,
SL0001051,SO000216,2023-04-29,C0003,D01,E08,P023,2,135,0,270,
SL0001052,SO000217,2023-05-15,C0003,D01,E08,P006,3,90,0,270,
SL0001053,SO000217,2023-05-15,C0003,D01,E08,P015,2,85,0,170,
SL0001054,SO000217,2023-05-15,C0003,D01,E08,P009,2,130,0,260,
SL0001055,SO000218,2023-05-30,C0003,D01,E08,P023,2,135,0,270,
SL0001056,SO000218,2023-05-30,C0003,D01,E08,P021,4,190,0,760,
SL0001057,SO000218,2023-05-30,C0003,D01,E08,P019,5,115,0,575,
SL0001058,SO000218,2023-05-30,C0003,D01,E08,P018,3,130.95,0.03,392.85,
SL0001059,SO000218,2023-05-30,C0003,D01,E08,P004,4,70,0,280,
SL0001060,SO000218,2023-05-30,C0003,D01,E08,P007,3,110,0,330,
SL0001061,SO000219,2023-06-15,C0003,D01,E08,P002,7,58.2,0.03,407.4,
SL0001062,SO000219,2023-06-15,C0003,D01,E08,P023,3,135,0,405,
SL0001063,SO000219,2023-06-15,C0003,D01,E08,P008,3,101.85,0.03,305.55,
SL0001064,SO000220,2023-07-02,C0003,D01,E08,P008,2,105,0,210,
SL0001065,SO000220,2023-07-02,C0003,D01,E08,P017,5,87.3,0.03,436.5,
SL0001066,SO000220,2023-07-02,C0003,D01,E08,P006,9,90,0,810,
SL0001067,SO000220,2023-07-02,C0003,D01,E08,P004,3,67.9,0.03,203.7,
SL0001068,SO000221,2023-07-17,C0003,D01,E08,P002,3,60,0,180,
SL0001069,SO000221,2023-07-17,C0003,D01,E08,P012,5,80,0,400,
SL0001070,SO000221,2023-07-17,C0003,D01,E08,P021,2,190,0,380,
SL0001071,SO000221,2023-07-17,C0003,D01,E08,P010,3,125,0,375,
SL0001072,SO000221,2023-07-17,C0003,D01,E08,P004,3,70,0,210,
SL0001073,SO000222,2023-08-02,C0003,D01,E08,P011,7,120,0,840,
SL0001074,SO000222,2023-08-02,C0003,D01,E08,P005,4,120,0,480,
SL0001075,SO000222,2023-08-02,C0003,D01,E08,P010,5,125,0,625,
SL0001076,SO000222,2023-08-02,C0003,D01,E08,P022,2,220,0,440,
SL0001077,SO000223,2023-08-19,C0003,D01,E08,P011,3,116.4,0.03,349.2,
SL0001078,SO000223,2023-08-19,C0003,D01,E08,P001,5,65,0,325,
SL0001079,SO000223,2023-08-19,C0003,D01,E08,P007,4,106.7,0.03,426.8,
SL0001080,SO000223,2023-08-19,C0003,D01,E08,P019,3,111.55,0.03,334.65,
SL0001081,SO000224,2023-09-01,C0003,D01,E08,P021,2,190,0,380,
SL0001082,SO000224,2023-09-01,C0003,D01,E08,P004,2,70,0,140,
SL0001083,SO000224,2023-09-01,C0003,D01,E08,P007,3,110,0,330,
SL0001084,SO000224,2023-09-01,C0003,D01,E08,P001,5,65,0,325,
SL0001085,SO000224,2023-09-01,C0003,D01,E08,P015,3,82.45,0.03,247.35,
SL0001086,SO000225,2023-09-17,C0003,D01,E08,P009,4,130,0,520,
SL0001087,SO000225,2023-09-17,C0003,D01,E08,P012,5,77.6,0.03,388,
SL0001088,SO000225,2023-09-17,C0003,D01,E08,P001,3,63.05,0.03,189.15,
SL0001089,SO000226,2023-10-03,C0003,D01,E08,P015,6,85,0,510,
SL0001090,SO000226,2023-10-03,C0003,D01,E08,P008,5,105,0,525,
SL0001091,SO000226,2023-10-03,C0003,D01,E08,P010,8,125,0,1000,
SL0001092,SO000226,2023-10-03,C0003,D01,E08,P014,4,95,0,380,
SL0001093,SO000227,2023-10-17,C0003,D01,E08,P003,5,90.25,0.05,451.25,PR03
SL0001094,SO000227,2023-10-17,C0003,D01,E08,P005,8,114,0.05,912,PR03
SL0001095,SO000227,2023-10-17,C0003,D01,E08,P015,8,78.2,0.08,625.6,PR03
SL0001096,SO000227,2023-10-17,C0003,D01,E08,P012,8,76,0.05,608,PR03
SL0001097,SO000227,2023-10-17,C0003,D01,E08,P002,7,55.2,0.08,386.4,PR03
SL0001098,SO000227,2023-10-17,C0003,D01,E08,P010,4,118.75,0.05,475,PR03
SL0001099,SO000228,2023-10-30,C0003,D01,E08,P016,8,80,0,640,
SL0001100,SO000228,2023-10-30,C0003,D01,E08,P005,4,120,0,480,
SL0001101,SO000228,2023-10-30,C0003,D01,E08,P004,5,67.9,0.03,339.5,
SL0001102,SO000229,2023-11-14,C0003,D01,E08,P015,9,80.75,0.05,726.75,PR04
SL0001103,SO000229,2023-11-14,C0003,D01,E08,P019,6,109.25,0.05,655.5,PR04
SL0001104,SO000229,2023-11-14,C0003,D01,E08,P011,2,114,0.05,228,PR04
SL0001105,SO000229,2023-11-14,C0003,D01,E08,P007,11,101.2,0.08,1113.2,PR04
SL0001106,SO000230,2023-11-29,C0003,D01,E08,P015,4,85,0,340,
SL0001107,SO000230,2023-11-29,C0003,D01,E08,P006,2,90,0,180,
SL0001108,SO000230,2023-11-29,C0003,D01,E08,P019,4,115,0,460,
SL0001109,SO000230,2023-11-29,C0003,D01,E08,P009,5,130,0,650,
SL0001110,SO000230,2023-11-29,C0003,D01,E08,P017,7,90,0,630,
SL0001111,SO000231,2023-12-15,C0003,D01,E08,P014,7,92.15,0.03,645.05,
SL0001112,SO000231,2023-12-15,C0003,D01,E08,P009,4,130,0,520,
SL0001113,SO000231,2023-12-15,C0003,D01,E08,P012,4,80,0,320,
SL0001114,SO000231,2023-12-15,C0003,D01,E08,P021,5,190,0,950,
SL0001115,SO000231,2023-12-15,C0003,D01,E08,P006,2,90,0,180,
SL0001116,SO000231,2023-12-15,C0003,D01,E08,P017,9,90,0,810,
SL0001117,SO000232,2024-01-01,C0003,D01,E08,P005,9,116.4,0.03,1047.6,
SL0001118,SO000232,2024-01-01,C0003,D01,E08,P022,6,213.4,0.03,1280.4,
SL0001119,SO000232,2024-01-01,C0003,D01,E08,P024,6,90,0,540,
SL0001120,SO000232,2024-01-01,C0003,D01,E08,P023,4,135,0,540,
SL0001121,SO000233,2024-01-14,C0003,D01,E08,P005,7,116.4,0.03,814.8,
SL0001122,SO000233,2024-01-14,C0003,D01,E08,P007,9,110,0,990,
SL0001123,SO000233,2024-01-14,C0003,D01,E08,P022,6,220,0,1320,
SL0001124,SO000233,2024-01-14,C0003,D01,E08,P015,7,85,0,595,
SL0001125,SO000233,2024-01-14,C0003,D01,E08,P010,3,125,0,375,
SL0001126,SO000234,2024-01-31,C0003,D01,E08,P007,6,110,0,660,
SL0001127,SO000234,2024-01-31,C0003,D01,E08,P012,4,80,0,320,
SL0001128,SO000234,2024-01-31,C0003,D01,E08,P004,9,70,0,630,
SL0001129,SO000235,2024-02-16,C0003,D01,E08,P012,7,77.6,0.03,543.2,
SL0001130,SO000235,2024-02-16,C0003,D01,E08,P014,6,95,0,570,
SL0001131,SO000235,2024-02-16,C0003,D01,E08,P023,6,135,0,810,
SL0001132,SO000236,2024-02-29,C0003,D01,E08,P018,9,135,0,1215,
SL0001133,SO000236,2024-02-29,C0003,D01,E08,P007,9,110,0,990,
SL0001134,SO000236,2024-02-29,C0003,D01,E08,P019,4,115,0,460,
SL0001135,SO000236,2024-02-29,C0003,D01,E08,P015,7,85,0,595,
SL0001136,SO000236,2024-02-29,C0003,D01,E08,P003,7,95,0,665,
SL0001137,SO000236,2024-02-29,C0003,D01,E08,P005,6,120,0,720,
SL0001138,SO000236,2024-02-29,C0003,D01,E08,P016,7,80,0,560,
SL0001139,SO000237,2024-03-16,C0003,D01,E08,P020,3,125,0,375,
SL0001140,SO000237,2024-03-16,C0003,D01,E08,P012,2,77.6,0.03,155.2,
SL0001141,SO000237,2024-03-16,C0003,D01,E08,P010,5,125,0,625,
SL0001142,SO000237,2024-03-16,C0003,D01,E08,P017,4,90,0,360,
SL0001143,SO000237,2024-03-16,C0003,D01,E08,P009,3,130,0,390,
SL0001144,SO000237,2024-03-16,C0003,D01,E08,P006,4,90,0,360,
SL0001145,SO000237,2024-03-16,C0003,D01,E08,P011,2,120,0,240,
SL0001146,SO000238,2024-04-01,C0003,D01,E08,P021,3,190,0,570,
SL0001147,SO000238,2024-04-01,C0003,D01,E08,P002,4,58.2,0.03,232.8,
SL0001148,SO000238,2024-04-01,C0003,D01,E08,P007,2,110,0,220,
SL0001149,SO000238,2024-04-01,C0003,D01,E08,P019,5,115,0,575,
SL0001150,SO000238,2024-04-01,C0003,D01,E08,P012,3,80,0,240,
SL0001151,SO000238,2024-04-01,C0003,D01,E08,P001,4,65,0,260,
SL0001152,SO000239,2024-04-15,C0003,D01,E08,P022,3,220,0,660,
SL0001153,SO000239,2024-04-15,C0003,D01,E08,P001,2,65,0,130,
SL0001154,SO000239,2024-04-15,C0003,D01,E08,P018,3,135,0,405,
SL0001155,SO000239,2024-04-15,C0003,D01,E08,P023,4,130.95,0.03,523.8,
SL0001156,SO000240,2024-05-02,C0003,D01,E08,P013,4,75,0,300,
SL0001157,SO000240,2024-05-02,C0003,D01,E08,P007,4,110,0,440,
SL0001158,SO000240,2024-05-02,C0003,D01,E08,P020,5,125,0,625,
SL0001159,SO000241,2024-05-18,C0003,D01,E08,P008,6,105,0,630,
SL0001160,SO000241,2024-05-18,C0003,D01,E08,P004,2,70,0,140,
SL0001161,SO000241,2024-05-18,C0003,D01,E08,P001,2,65,0,130,
SL0001162,SO000242,2024-06-04,C0003,D01,E08,P023,5,135,0,675,
SL0001163,SO000242,2024-06-04,C0003,D01,E08,P015,2,82.45,0.03,164.9,
SL0001164,SO000242,2024-06-04,C0003,D01,E08,P022,4,220,0,880,
SL0001165,SO000242,2024-06-04,C0003,D01,E08,P001,7,65,0,455,
SL0001166,SO000242,2024-06-04,C0003,D01,E08,P003,3,95,0,285,
SL0001167,SO000243,2024-06-19,C0003,D01,E08,P009,3,130,0,390,
SL0001168,SO000243,2024-06-19,C0003,D01,E08,P006,6,90,0,540,
SL0001169,SO000243,2024-06-19,C0003,D01,E08,P016,4,80,0,320,
SL0001170,SO000243,2024-06-19,C0003,D01,E08,P017,5,90,0,450,
SL0001171,SO000243,2024-06-19,C0003,D01,E08,P011,6,120,0,720,
SL0001172,SO000244,2024-07-06,C0003,D01,E08,P021,5,190,0,950,
SL0001173,SO000244,2024-07-06,C0003,D01,E08,P010,5,125,0,625,
SL0001174,SO000244,2024-07-06,C0003,D01,E08,P004,5,70,0,350,
SL0001175,SO000244,2024-07-06,C0003,D01,E08,P022,4,220,0,880,
SL0001176,SO000245,2024-07-23,C0003,D01,E08,P022,4,220,0,880,
SL0001177,SO000245,2024-07-23,C0003,D01,E08,P017,5,90,0,450,
SL0001178,SO000245,2024-07-23,C0003,D01,E08,P011,4,120,0,480,
SL0001179,SO000245,2024-07-23,C0003,D01,E08,P015,3,85,0,255,
SL0001180,SO000246,2024-08-08,C0003,D01,E08,P015,3,85,0,255,
SL0001181,SO000246,2024-08-08,C0003,D01,E08,P024,2,90,0,180,
SL0001182,SO000246,2024-08-08,C0003,D01,E08,P001,9,65,0,585,
SL0001183,SO000246,2024-08-08,C0003,D01,E08,P011,4,116.4,0.03,465.6,
SL0001184,SO000247,2024-08-24,C0003,D01,E08,P009,4,130,0,520,
SL0001185,SO000247,2024-08-24,C0003,D01,E08,P005,4,116.4,0.03,465.6,
SL0001186,SO000247,2024-08-24,C0003,D01,E08,P014,4,95,0,380,
SL0001187,SO000248,2024-09-06,C0003,D01,E08,P010,5,125,0,625,
SL0001188,SO000248,2024-09-06,C0003,D01,E08,P007,2,110,0,220,
SL0001189,SO000248,2024-09-06,C0003,D01,E08,P002,4,60,0,240,
SL0001190,SO000249,2024-09-23,C0003,D01,E08,P013,4,72.75,0.03,291,
SL0001191,SO000249,2024-09-23,C0003,D01,E08,P005,5,116.4,0.03,582,
SL0001192,SO000249,2024-09-23,C0003,D01,E08,P006,6,90,0,540,
SL0001193,SO000249,2024-09-23,C0003,D01,E08,P023,3,135,0,405,
SL0001194,SO000249,2024-09-23,C0003,D01,E08,P011,9,120,0,1080,
SL0001195,SO000249,2024-09-23,C0003,D01,E08,P004,4,70,0,280,
SL0001196,SO000250,2024-10-07,C0003,D01,E08,P012,7,76,0.05,532,PR05
SL0001197,SO000250,2024-10-07,C0003,D01,E08,P007,3,101.2,0.08,303.6,PR05
SL0001198,SO000250,2024-10-07,C0003,D01,E08,P008,11,96.6,0.08,1062.6,PR05
SL0001199,SO000250,2024-10-07,C0003,D01,E08,P002,6,57,0.05,342,PR05
SL0001200,SO000251,2024-10-23,C0003,D01,E08,P007,3,104.5,0.05,313.5,PR06
SL0001201,SO000251,2024-10-23,C0003,D01,E08,P008,11,96.6,0.08,1062.6,PR06
SL0001202,SO000251,2024-10-23,C0003,D01,E08,P015,5,78.2,0.08,391,PR06
SL0001203,SO000251,2024-10-23,C0003,D01,E08,P017,8,85.5,0.05,684,PR06
SL0001204,SO000251,2024-10-23,C0003,D01,E08,P014,3,90.25,0.05,270.75,PR06
SL0001205,SO000251,2024-10-23,C0003,D01,E08,P011,5,110.4,0.08,552,PR06
SL0001206,SO000252,2024-11-09,C0003,D01,E08,P006,2,90,0,180,
SL0001207,SO000252,2024-11-09,C0003,D01,E08,P005,4,120,0,480,
SL0001208,SO000252,2024-11-09,C0003,D01,E08,P007,8,110,0,880,
SL0001209,SO000252,2024-11-09,C0003,D01,E08,P022,8,220,0,1760,
SL0001210,SO000252,2024-11-09,C0003,D01,E08,P015,8,85,0,680,
SL0001211,SO000252,2024-11-09,C0003,D01,E08,P003,8,92.15,0.03,737.2,
SL0001212,SO000253,2024-11-22,C0003,D01,E08,P003,10,95,0,950,
SL0001213,SO000253,2024-11-22,C0003,D01,E08,P014,4,95,0,380,
SL0001214,SO000253,2024-11-22,C0003,D01,E08,P011,2,120,0,240,
SL0001215,SO000254,2024-12-06,C0003,D01,E08,P014,4,95,0,380,
SL0001216,SO000254,2024-12-06,C0003,D01,E08,P021,10,190,0,1900,
SL0001217,SO000254,2024-12-06,C0003,D01,E08,P024,8,90,0,720,
SL0001218,SO000254,2024-12-06,C0003,D01,E08,P011,5,120,0,600,
SL0001219,SO000254,2024-12-06,C0003,D01,E08,P008,7,101.85,0.03,712.95,
SL0001220,SO000254,2024-12-06,C0003,D01,E08,P017,6,90,0,540,
SL0001221,SO000255,2024-12-20,C0003,D01,E08,P022,10,220,0,2200,
SL0001222,SO000255,2024-12-20,C0003,D01,E08,P015,6,85,0,510,
SL0001223,SO000255,2024-12-20,C0003,D01,E08,P004,4,67.9,0.03,271.6,
SL0001224,SO000255,2024-12-20,C0003,D01,E08,P021,10,190,0,1900,
SL0001225,SO000256,2022-01-03,C0004,D02,E09,P007,8,110,0,880,
SL0001226,SO000256,2022-01-03,C0004,D02,E09,P005,6,120,0,720,
SL0001227,SO000256,2022-01-03,C0004,D02,E09,P006,3,90,0,270,
SL0001228,SO000256,2022-01-03,C0004,D02,E09,P012,8,80,0,640,
SL0001229,SO000257,2022-01-20,C0004,D02,E09,P012,5,80,0,400,
SL0001230,SO000257,2022-01-20,C0004,D02,E09,P021,6,190,0,1140,
SL0001231,SO000257,2022-01-20,C0004,D02,E09,P008,3,105,0,315,
SL0001232,SO000257,2022-01-20,C0004,D02,E09,P005,5,116.4,0.03,582,
SL0001233,SO000257,2022-01-20,C0004,D02,E09,P017,3,87.3,0.03,261.9,
SL0001234,SO000257,2022-01-20,C0004,D02,E09,P010,4,121.25,0.03,485,
SL0001235,SO000257,2022-01-20,C0004,D02,E09,P015,8,85,0,680,
SL0001236,SO000258,2022-02-05,C0004,D02,E09,P008,3,105,0,315,
SL0001237,SO000258,2022-02-05,C0004,D02,E09,P003,3,95,0,285,
SL0001238,SO000258,2022-02-05,C0004,D02,E09,P007,6,110,0,660,
SL0001239,SO000258,2022-02-05,C0004,D02,E09,P014,5,95,0,475,
