MaterialID,WeekEnd,OpeningStock,Received,Consumed,ClosingStock
M04,2023-05-07,42.9,0.0,4.3,38.6
M04,2023-05-14,38.6,0.0,9.9,28.7
M04,2023-05-21,28.7,30.0,3.5,55.2
M04,2023-05-28,55.2,0.0,5.5,49.7
M04,2023-06-04,49.7,0.0,5.3,44.4
M04,2023-06-11,44.4,0.0,5.4,39.1
M04,2023-06-18,39.1,0.0,5.1,33.9
M04,2023-06-25,33.9,0.0,5.3,28.7
M04,2023-07-02,28.7,30.0,3.9,54.8
M04,2023-07-09,54.8,0.0,9.1,45.6
M04,2023-07-16,45.6,0.0,6.5,39.1
M04,2023-07-23,39.1,0.0,4.1,35.0
M04,2023-07-30,35.0,0.0,5.4,29.7
M04,2023-08-06,29.7,30.0,4.4,55.3
M04,2023-08-13,55.3,0.0,6.1,49.2
M04,2023-08-20,49.2,0.0,4.7,44.5
M04,2023-08-27,44.5,0.0,6.4,38.1
M04,2023-09-03,38.1,0.0,5.2,32.9
M04,2023-09-10,32.9,30.0,8.7,54.1
M04,2023-09-17,54.1,0.0,7.7,46.4
M04,2023-09-24,46.4,0.0,9.6,36.8
M04,2023-10-01,36.8,30.0,13.0,53.8
M04,2023-10-08,53.8,0.0,6.0,47.8
M04,2023-10-15,47.8,30.0,15.2,62.5
M04,2023-10-22,62.5,0.0,18.7,43.9
M04,2023-10-29,43.9,30.0,16.8,57.1
M04,2023-11-05,57.1,0.0,10.1,46.9
M04,2023-11-12,46.9,30.0,17.1,59.9
M04,2023-11-19,59.9,0.0,12.6,47.3
M04,2023-11-26,47.3,30.0,20.1,57.2
M04,2023-12-03,57.2,0.0,13.4,43.8
M04,2023-12-10,43.8,30.0,12.7,61.1
M04,2023-12-17,61.1,0.0,15.0,46.1
M04,2023-12-24,46.1,30.0,15.8,60.3
M04,2023-12-31,60.3,0.0,11.3,49.0
M04,2024-01-07,49.0,30.0,14.1,64.8
M04,2024-01-14,64.8,0.0,15.5,49.3
M04,2024-01-21,49.3,0.0,13.3,36.0
M04,2024-01-28,36.0,40.0,13.4,62.6
M04,2024-02-04,62.6,0.0,19.4,43.2
M04,2024-02-11,43.2,0.0,13.5,29.6
M04,2024-02-18,29.6,30.0,7.0,52.6
M04,2024-02-25,52.6,0.0,6.8,45.9
M04,2024-03-03,45.9,0.0,4.6,41.2
M04,2024-03-10,41.2,0.0,5.1,36.1
M04,2024-03-17,36.1,0.0,4.6,31.5
M04,2024-03-24,31.5,30.0,5.4,56.1
M04,2024-03-31,56.1,0.0,5.8,50.4
M04,2024-04-07,50.4,0.0,5.7,44.7
M04,2024-04-14,44.7,0.0,4.0,40.6
M04,2024-04-21,40.6,0.0,8.2,32.4
M04,2024-04-28,32.4,0.0,7.3,25.1
M04,2024-05-05,25.1,30.0,6.7,48.4
M04,2024-05-12,48.4,0.0,6.0,42.5
M04,2024-05-19,42.5,0.0,6.5,36.0
M04,2024-05-26,36.0,0.0,5.4,30.6
M04,2024-06-02,30.6,30.0,7.7,52.9
M04,2024-06-09,52.9,0.0,4.5,48.4
M04,2024-06-16,48.4,0.0,7.1,41.4
M04,2024-06-23,41.4,0.0,7.2,34.1
M04,2024-06-30,34.1,30.0,6.8,57.4
M04,2024-07-07,57.4,0.0,8.1,49.3
M04,2024-07-14,49.3,0.0,6.5,42.8
M04,2024-07-21,42.8,0.0,4.8,37.9
M04,2024-07-28,37.9,0.0,5.0,32.9
M04,2024-08-04,32.9,30.0,5.7,57.2
M04,2024-08-11,57.2,0.0,11.1,46.0
M04,2024-08-18,46.0,0.0,8.9,37.1
M04,2024-08-25,37.1,0.0,7.2,30.0
M04,2024-09-01,30.0,30.0,7.6,52.3
M04,2024-09-08,52.3,0.0,6.7,45.7
M04,2024-09-15,45.7,30.0,13.8,61.8
M04,2024-09-22,61.8,0.0,12.0,49.8
M04,2024-09-29,49.8,0.0,9.5,40.3
M04,2024-10-06,40.3,40.0,17.6,62.7
M04,2024-10-13,62.7,0.0,14.5,48.2
M04,2024-10-20,48.2,30.0,16.0,62.2
M04,2024-10-27,62.2,0.0,13.9,48.3
M04,2024-11-03,48.3,30.0,16.1,62.2
M04,2024-11-10,62.2,0.0,16.9,45.2
M04,2024-11-17,45.2,40.0,16.3,69.0
M04,2024-11-24,69.0,0.0,17.6,51.4
M04,2024-12-01,51.4,30.0,18.8,62.6
M04,2024-12-08,62.6,0.0,15.4,47.2
M04,2024-12-15,47.2,0.0,3.5,43.8
M04,2024-12-22,43.8,0.0,9.1,34.7
M04,2024-12-29,34.7,30.0,0.6,64.0
M04,2025-01-05,64.0,0.0,15.8,48.2
M05,2022-01-02,95.0,0.0,15.8,79.2
M05,2022-01-09,79.2,0.0,10.8,68.4
M05,2022-01-16,68.4,0.0,5.2,63.1
M05,2022-01-23,63.1,0.0,13.3,49.8
M05,2022-01-30,49.8,0.0,6.7,43.1
M05,2022-02-06,43.1,30.0,15.6,57.5
M05,2022-02-13,57.5,0.0,5.2,52.3
M05,2022-02-20,52.3,0.0,3.6,48.7
M05,2022-02-27,48.7,0.0,5.6,43.1
M05,2022-03-06,43.1,0.0,5.0,38.1
M05,2022-03-13,38.1,0.0,4.5,33.6
M05,2022-03-20,33.6,0.0,4.9,28.8
M05,2022-03-27,28.8,30.0,4.9,53.8
M05,2022-04-03,53.8,0.0,4.5,49.3
M05,2022-04-10,49.3,0.0,4.9,44.5
M05,2022-04-17,44.5,0.0,4.9,39.6
M05,2022-04-24,39.6,0.0,3.1,36.4
M05,2022-05-01,36.4,0.0,4.9,31.6
M05,2022-05-08,31.6,30.0,5.2,56.4
M05,2022-05-15,56.4,0.0,6.3,50.1
M05,2022-05-22,50.1,0.0,5.6,44.5
M05,2022-05-29,44.5,0.0,4.3,40.2
M05,2022-06-05,40.2,0.0,6.0,34.2
M05,2022-06-12,34.2,0.0,4.0,30.3
M05,2022-06-19,30.3,30.0,4.7,55.5
M05,2022-06-26,55.5,0.0,5.5,50.0
M05,2022-07-03,50.0,0.0,3.7,46.3
M05,2022-07-10,46.3,0.0,5.2,41.1
M05,2022-07-17,41.1,0.0,7.1,34.0
M05,2022-07-24,34.0,30.0,7.6,56.4
M05,2022-07-31,56.4,0.0,6.3,50.1
M05,2022-08-07,50.1,0.0,7.7,42.3
M05,2022-08-14,42.3,0.0,7.8,34.5
M05,2022-08-21,34.5,30.0,5.9,58.6
M05,2022-08-28,58.6,0.0,5.3,53.2
M05,2022-09-04,53.2,0.0,6.8,46.4
M05,2022-09-11,46.4,0.0,7.9,38.5
M05,2022-09-18,38.5,40.0,10.4,68.1
M05,2022-09-25,68.1,0.0,11.5,56.6
M05,2022-10-02,56.6,0.0,9.1,47.5
M05,2022-10-09,47.5,0.0,7.5,40.0
M05,2022-10-16,40.0,40.0,13.3,66.7
M05,2022-10-23,66.7,0.0,13.9,52.8
M05,2022-10-30,52.8,0.0,15.1,37.7
M05,2022-11-06,37.7,40.0,13.1,64.6
M05,2022-11-13,64.6,0.0,12.9,51.7
M05,2022-11-20,51.7,30.0,13.5,68.2
M05,2022-11-27,68.2,0.0,18.8,49.4
M05,2022-12-04,49.4,40.0,17.3,72.1
M05,2022-12-11,72.1,0.0,15.2,56.9
M05,2022-12-18,56.9,0.0,15.5,41.3
M05,2022-12-25,41.3,40.0,16.3,65.1
M05,2023-01-01,65.1,0.0,16.8,48.3
M05,2023-01-08,48.3,0.0,10.4,37.9
M05,2023-01-15,37.9,40.0,14.0,63.9
M05,2023-01-22,63.9,0.0,16.3,47.6
M05,2023-01-29,47.6,40.0,19.3,68.3
M05,2023-02-05,68.3,0.0,16.9,51.4
M05,2023-02-12,51.4,0.0,5.5,46.0
M05,2023-02-19,46.0,0.0,7.1,38.9
M05,2023-02-26,38.9,0.0,4.7,34.2
M05,2023-03-05,34.2,0.0,3.6,30.6
M05,2023-03-12,30.6,30.0,5.9,54.7
M05,2023-03-19,54.7,0.0,7.0,47.7
M05,2023-03-26,47.7,0.0,5.8,41.9
M05,2023-04-02,41.9,0.0,4.8,37.1
M05,2023-04-09,37.1,0.0,3.8,33.3
M05,2023-04-16,33.3,30.0,6.4,56.9
M05,2023-04-23,56.9,0.0,5.9,51.0
M05,2023-04-30,51.0,0.0,4.2,46.8
M05,2023-05-07,46.8,0.0,5.6,41.2
M05,2023-05-14,41.2,0.0,4.6,36.6
M05,2023-05-21,36.6,0.0,4.0,32.6
M05,2023-05-28,32.6,30.0,5.6,57.0
M05,2023-06-04,57.0,0.0,7.1,49.9
M05,2023-06-11,49.9,0.0,6.1,43.8
M05,2023-06-18,43.8,0.0,6.4,37.4
M05,2023-06-25,37.4,0.0,6.0,31.4
M05,2023-07-02,31.4,40.0,6.5,65.0
M05,2023-07-09,65.0,0.0,7.9,57.1
M05,2023-07-16,57.1,0.0,4.1,53.0
M05,2023-07-23,53.0,0.0,6.2,46.8
M05,2023-07-30,46.8,0.0,5.5,41.3
M05,2023-08-06,41.3,0.0,4.9,36.3
M05,2023-08-13,36.3,30.0,9.0,57.3
M05,2023-08-20,57.3,0.0,4.1,53.2
M05,2023-08-27,53.2,0.0,8.5,44.7
M05,2023-09-03,44.7,0.0,6.8,38.0
M05,2023-09-10,38.0,30.0,7.6,60.3
M05,2023-09-17,60.3,0.0,7.0,53.4
M05,2023-09-24,53.4,0.0,8.0,45.4
M05,2023-10-01,45.4,30.0,12.7,62.7
M05,2023-10-08,62.7,0.0,11.2,51.5
M05,2023-10-15,51.5,40.0,16.9,74.6
M05,2023-10-22,74.6,0.0,23.5,51.1
M05,2023-10-29,51.1,30.0,17.0,64.1
M05,2023-11-05,64.1,0.0,12.5,51.6
M05,2023-11-12,51.6,30.0,13.7,67.9
M05,2023-11-19,67.9,0.0,15.2,52.7
M05,2023-11-26,52.7,30.0,10.3,72.4
M05,2023-12-03,72.4,0.0,19.1,53.3
M05,2023-12-10,53.3,0.0,9.5,43.8
M05,2023-12-17,43.8,40.0,16.6,67.2
M05,2023-12-24,67.2,0.0,12.5,54.7
M05,2023-12-31,54.7,40.0,17.3,77.4
M05,2024-01-07,77.4,0.0,23.3,54.1
M05,2024-01-14,54.1,30.0,15.1,69.0
M05,2024-01-21,69.0,0.0,19.4,49.7
M05,2024-01-28,49.7,30.0,13.9,65.7
M05,2024-02-04,65.7,0.0,13.6,52.1
M05,2024-02-11,52.1,0.0,6.6,45.5
M05,2024-02-18,45.5,0.0,9.2,36.3
M05,2024-02-25,36.3,0.0,4.6,31.7
M05,2024-03-03,31.7,30.0,7.1,54.6
M05,2024-03-10,54.6,0.0,6.7,47.9
M05,2024-03-17,47.9,0.0,8.8,39.1
M05,2024-03-24,39.1,0.0,9.5,29.6
M05,2024-03-31,29.6,0.0,4.5,25.1
M05,2024-04-07,25.1,30.0,5.6,49.4
M05,2024-04-14,49.4,0.0,5.6,43.8
M05,2024-04-21,43.8,0.0,6.0,37.8
M05,2024-04-28,37.8,0.0,7.1,30.8
M05,2024-05-05,30.8,30.0,5.9,54.8
M05,2024-05-12,54.8,0.0,3.3,51.5
M05,2024-05-19,51.5,0.0,8.9,42.6
M05,2024-05-26,42.6,0.0,8.6,34.1
M05,2024-06-02,34.1,30.0,6.8,57.2
M05,2024-06-09,57.2,0.0,8.6,48.6
M05,2024-06-16,48.6,0.0,6.8,41.8
M05,2024-06-23,41.8,0.0,9.2,32.6
M05,2024-06-30,32.6,30.0,5.6,57.0
M05,2024-07-07,57.0,0.0,6.3,50.7
M05,2024-07-14,50.7,0.0,4.4,46.3
M05,2024-07-21,46.3,0.0,8.4,37.9
M05,2024-07-28,37.9,30.0,7.7,60.2
M05,2024-08-04,60.2,0.0,7.0,53.3
M05,2024-08-11,53.3,0.0,10.1,43.1
M05,2024-08-18,43.1,0.0,6.4,36.8
M05,2024-08-25,36.8,30.0,9.9,56.9
M05,2024-09-01,56.9,0.0,6.2,50.6
M05,2024-09-08,50.6,0.0,10.8,39.8
M05,2024-09-15,39.8,30.0,9.7,60.2
M05,2024-09-22,60.2,0.0,12.5,47.6
M05,2024-09-29,47.6,30.0,13.1,64.5
M05,2024-10-06,64.5,0.0,13.0,51.5
M05,2024-10-13,51.5,50.0,16.9,84.6
M05,2024-10-20,84.6,0.0,27.8,56.8
M05,2024-10-27,56.8,30.0,15.8,70.9
M05,2024-11-03,70.9,0.0,17.9,53.0
M05,2024-11-10,53.0,40.0,21.4,71.6
M05,2024-11-17,71.6,0.0,15.2,56.4
M05,2024-11-24,56.4,0.0,16.9,39.5
M05,2024-12-01,39.5,50.0,15.2,74.3
M05,2024-12-08,74.3,0.0,17.9,56.4
M05,2024-12-15,56.4,0.0,8.6,47.8
M05,2024-12-22,47.8,0.0,13.1,34.7
M05,2024-12-29,34.7,30.0,3.8,61.0
M05,2025-01-05,61.0,0.0,11.5,49.5
M06,2022-01-23,67.2,0.0,2.9,64.3
M06,2022-01-30,64.3,0.0,5.0,59.3
M06,2022-02-06,59.3,0.0,5.3,53.9
M06,2022-02-13,53.9,0.0,6.1,47.8
M06,2022-02-20,47.8,0.0,5.3,42.5
M06,2022-02-27,42.5,0.0,5.7,36.8
M06,2022-03-06,36.8,40.0,7.7,69.0
M06,2022-03-13,69.0,0.0,7.9,61.2
M06,2022-03-20,61.2,0.0,9.5,51.7
M06,2022-03-27,51.7,0.0,6.4,45.3
M06,2022-04-03,45.3,0.0,8.6,36.8
M06,2022-04-10,36.8,40.0,5.1,71.7
M06,2022-04-17,71.7,0.0,6.3,65.4
M06,2022-04-24,65.4,0.0,10.2,55.2
M06,2022-05-01,55.2,0.0,7.2,48.0
M06,2022-05-08,48.0,0.0,5.7,42.3
M06,2022-05-15,42.3,40.0,17.7,64.6
M06,2022-05-22,64.6,0.0,16.7,47.9
M06,2022-05-29,47.9,50.0,17.6,80.3
M06,2022-06-05,80.3,0.0,17.0,63.3
M06,2022-06-12,63.3,0.0,11.6,51.7
M06,2022-06-19,51.7,50.0,21.0,80.7
M06,2022-06-26,80.7,0.0,16.3,64.4
M06,2022-07-03,64.4,0.0,15.6,48.8
M06,2022-07-10,48.8,50.0,15.7,83.0
M06,2022-07-17,83.0,0.0,18.2,64.9
M06,2022-07-24,64.9,0.0,17.5,47.3
M06,2022-07-31,47.3,50.0,17.9,79.4
M06,2022-08-07,79.4,0.0,19.9,59.5
M06,2022-08-14,59.5,40.0,18.2,81.3
M06,2022-08-21,81.3,0.0,19.3,62.0
M06,2022-08-28,62.0,40.0,20.5,81.5
M06,2022-09-04,81.5,0.0,15.8,65.7
M06,2022-09-11,65.7,0.0,23.7,42.0
M06,2022-09-18,42.0,30.0,6.5,65.4
M06,2022-09-25,65.4,0.0,7.5,57.9
M06,2022-10-02,57.9,0.0,9.3,48.6
M06,2022-10-09,48.6,0.0,6.1,42.6
M06,2022-10-16,42.6,0.0,7.4,35.1
M06,2022-10-23,35.1,30.0,3.5,61.7
M06,2022-10-30,61.7,0.0,5.5,56.1
M06,2022-11-06,56.1,0.0,7.4,48.7
M06,2022-11-13,48.7,0.0,3.5,45.2
M06,2022-11-20,45.2,0.0,5.5,39.7
M06,2022-11-27,39.7,30.0,7.6,62.1
M06,2022-12-04,62.1,0.0,6.1,56.1
M06,2022-12-11,56.1,0.0,6.7,49.4
M06,2022-12-18,49.4,0.0,3.8,45.6
M06,2022-12-25,45.6,0.0,5.9,39.6
M06,2023-01-01,39.6,0.0,6.7,33.0
M06,2023-01-08,33.0,0.0,1.9,31.1
M06,2023-01-15,31.1,40.0,3.1,68.0
M06,2023-01-22,68.0,0.0,3.7,64.3
M06,2023-01-29,64.3,0.0,4.8,59.5
M06,2023-02-05,59.5,0.0,5.2,54.4
M06,2023-02-12,54.4,0.0,4.9,49.5
M06,2023-02-19,49.5,0.0,9.2,40.2
M06,2023-02-26,40.2,40.0,6.2,74.0
M06,2023-03-05,74.0,0.0,8.3,65.8
M06,2023-03-12,65.8,0.0,8.7,57.1
M06,2023-03-19,57.1,0.0,8.0,49.0
M06,2023-03-26,49.0,0.0,8.0,41.0
M06,2023-04-02,41.0,40.0,8.5,72.6
M06,2023-04-09,72.6,0.0,9.4,63.2
M06,2023-04-16,63.2,0.0,10.9,52.3
M06,2023-04-23,52.3,0.0,7.9,44.4
M06,2023-04-30,44.4,0.0,8.0,36.4
M06,2023-05-07,36.4,40.0,6.5,69.9
M06,2023-05-14,69.9,0.0,13.0,57.0
M06,2023-05-21,57.0,40.0,16.9,80.1
M06,2023-05-28,80.1,0.0,18.2,61.9
M06,2023-06-04,61.9,0.0,18.1,43.8
M06,2023-06-11,43.8,40.0,12.0,71.8
M06,2023-06-18,71.8,0.0,15.2,56.6
M06,2023-06-25,56.6,40.0,15.5,81.1
M06,2023-07-02,81.1,0.0,20.9,60.2
M06,2023-07-09,60.2,40.0,20.2,80.0
M06,2023-07-16,80.0,0.0,15.4,64.7
M06,2023-07-23,64.7,0.0,17.0,47.7
M06,2023-07-30,47.7,50.0,16.2,81.5
M06,2023-08-06,81.5,0.0,25.3,56.2
M06,2023-08-13,56.2,40.0,16.0,80.2
M06,2023-08-20,80.2,0.0,21.1,59.1
M06,2023-08-27,59.1,0.0,17.0,42.1
M06,2023-09-03,42.1,50.0,11.8,80.4
M06,2023-09-10,80.4,0.0,18.0,62.4
M06,2023-09-17,62.4,0.0,8.2,54.2
M06,2023-09-24,54.2,0.0,8.9,45.3
M06,2023-10-01,45.3,0.0,9.4,35.9
M06,2023-10-08,35.9,40.0,5.9,70.0
M06,2023-10-15,70.0,0.0,10.0,60.0
M06,2023-10-22,60.0,0.0,8.0,52.0
M06,2023-10-29,52.0,0.0,4.4,47.5
M06,2023-11-05,47.5,0.0,4.1,43.4
M06,2023-11-12,43.4,0.0,7.9,35.5
M06,2023-11-19,35.5,30.0,4.4,61.1
M06,2023-11-26,61.1,0.0,3.3,57.8
M06,2023-12-03,57.8,0.0,6.2,51.6
M06,2023-12-10,51.6,0.0,3.1,48.5
M06,2023-12-17,48.5,0.0,4.9,43.6
M06,2023-12-24,43.6,0.0,4.7,38.9
M06,2023-12-31,38.9,0.0,6.2,32.8
M06,2024-01-07,32.8,40.0,3.8,69.0
M06,2024-01-14,69.0,0.0,5.0,64.0
M06,2024-01-21,64.0,0.0,4.9,59.1
M06,2024-01-28,59.1,0.0,6.4,52.7
M06,2024-02-04,52.7,0.0,4.6,48.2
M06,2024-02-11,48.2,0.0,5.6,42.5
M06,2024-02-18,42.5,40.0,8.6,73.9
M06,2024-02-25,73.9,0.0,9.3,64.6
M06,2024-03-03,64.6,0.0,10.0,54.6
M06,2024-03-10,54.6,0.0,5.8,48.8
M06,2024-03-17,48.8,30.0,9.4,69.4
M06,2024-03-24,69.4,0.0,12.8,56.7
M06,2024-03-31,56.7,0.0,10.0,46.7
M06,2024-04-07,46.7,40.0,13.9,72.8
M06,2024-04-14,72.8,0.0,7.3,65.5
M06,2024-04-21,65.5,0.0,8.6,56.9
M06,2024-04-28,56.9,0.0,12.4,44.5
M06,2024-05-05,44.5,40.0,13.6,71.0
M06,2024-05-12,71.0,0.0,10.6,60.3
M06,2024-05-19,60.3,50.0,20.0,90.4
M06,2024-05-26,90.4,0.0,25.4,65.0
M06,2024-06-02,65.0,50.0,23.0,91.9
M06,2024-06-09,91.9,0.0,29.8,62.2
M06,2024-06-16,62.2,50.0,25.7,86.4
M06,2024-06-23,86.4,0.0,21.8,64.7
M06,2024-06-30,64.7,40.0,25.0,79.6
M06,2024-07-07,79.6,0.0,15.1,64.5
M06,2024-07-14,64.5,40.0,18.6,85.9
M06,2024-07-21,85.9,0.0,24.8,61.1
M06,2024-07-28,61.1,50.0,23.8,87.4
M06,2024-08-04,87.4,0.0,24.3,63.1
M06,2024-08-11,63.1,40.0,23.8,79.3
M06,2024-08-18,79.3,0.0,17.9,61.4
M06,2024-08-25,61.4,40.0,20.3,81.0
M06,2024-09-01,81.0,0.0,23.8,57.3
M06,2024-09-08,57.3,40.0,25.3,72.0
M06,2024-09-15,72.0,0.0,9.3,62.7
M06,2024-09-22,62.7,0.0,13.1,49.6
M06,2024-09-29,49.6,0.0,8.0,41.6
M06,2024-10-06,41.6,40.0,12.9,68.7
M06,2024-10-13,68.7,0.0,4.4,64.3
M06,2024-10-20,64.3,0.0,6.8,57.5
M06,2024-10-27,57.5,0.0,5.7,51.8
M06,2024-11-03,51.8,0.0,6.4,45.5
M06,2024-11-10,45.5,0.0,6.2,39.3
M06,2024-11-17,39.3,0.0,5.5,33.8
M06,2024-11-24,33.8,0.0,4.8,29.0
M06,2024-12-01,29.0,40.0,6.6,62.4
M06,2024-12-08,62.4,0.0,7.4,55.0
M06,2024-12-15,55.0,0.0,2.1,52.9
M06,2024-12-22,52.9,0.0,7.0,45.9
M06,2024-12-29,45.9,40.0,7.4,78.6
M06,2025-01-05,78.6,0.0,17.3,61.2
M07,2022-01-02,500.0,0.0,83.3,416.7
M07,2022-01-09,416.7,0.0,61.9,354.7
M07,2022-01-16,354.7,0.0,55.8,298.9
M07,2022-01-23,298.9,0.0,81.6,217.3
M07,2022-01-30,217.3,0.0,48.5,168.8
M07,2022-02-06,168.8,110.0,45.9,232.9
M07,2022-02-13,232.9,0.0,27.8,205.1
M07,2022-02-20,205.1,0.0,19.5,185.7
M07,2022-02-27,185.7,0.0,23.5,162.2
M07,2022-03-06,162.2,0.0,16.2,145.9
M07,2022-03-13,145.9,0.0,19.6,126.4
M07,2022-03-20,126.4,110.0,17.3,219.1
M07,2022-03-27,219.1,0.0,18.9,200.2
M07,2022-04-03,200.2,0.0,21.1,179.1
M07,2022-04-10,179.1,0.0,17.5,161.6
M07,2022-04-17,161.6,0.0,22.4,139.2
M07,2022-04-24,139.2,0.0,17.5,121.7
M07,2022-05-01,121.7,120.0,19.0,222.6
M07,2022-05-08,222.6,0.0,20.6,202.0
M07,2022-05-15,202.0,0.0,17.6,184.5
M07,2022-05-22,184.5,0.0,23.1,161.3
M07,2022-05-29,161.3,0.0,24.4,136.9
M07,2022-06-05,136.9,110.0,23.4,223.5
M07,2022-06-12,223.5,0.0,24.9,198.5
M07,2022-06-19,198.5,0.0,21.1,177.4
M07,2022-06-26,177.4,0.0,24.0,153.4
M07,2022-07-03,153.4,0.0,18.5,134.8
M07,2022-07-10,134.8,110.0,21.5,223.3
M07,2022-07-17,223.3,0.0,20.3,203.0
M07,2022-07-24,203.0,0.0,19.2,183.8
M07,2022-07-31,183.8,0.0,20.7,163.1
M07,2022-08-07,163.1,0.0,25.0,138.1
M07,2022-08-14,138.1,110.0,25.8,222.3
M07,2022-08-21,222.3,0.0,25.1,197.2
M07,2022-08-28,197.2,0.0,21.7,175.5
M07,2022-09-04,175.5,0.0,23.1,152.4
M07,2022-09-11,152.4,130.0,36.3,246.1
M07,2022-09-18,246.1,0.0,41.8,204.3
M07,2022-09-25,204.3,0.0,31.3,173.0
M07,2022-10-02,173.0,110.0,37.6,245.5
M07,2022-10-09,245.5,0.0,44.6,200.8
M07,2022-10-16,200.8,110.0,48.7,262.1
M07,2022-10-23,262.1,0.0,58.1,204.0
M07,2022-10-30,204.0,0.0,45.3,158.7
M07,2022-11-06,158.7,150.0,58.0,250.7
M07,2022-11-13,250.7,0.0,48.0,202.7
M07,2022-11-20,202.7,120.0,51.4,271.3
M07,2022-11-27,271.3,0.0,74.2,197.0
M07,2022-12-04,197.0,170.0,85.5,281.5
M07,2022-12-11,281.5,0.0,82.3,199.3
M07,2022-12-18,199.3,120.0,56.7,262.6
M07,2022-12-25,262.6,0.0,60.0,202.6
M07,2023-01-01,202.6,120.0,59.6,263.1
M07,2023-01-08,263.1,0.0,58.4,204.7
M07,2023-01-15,204.7,110.0,59.4,255.3
M07,2023-01-22,255.3,0.0,55.4,199.9
M07,2023-01-29,199.9,0.0,42.2,157.7
M07,2023-02-05,157.7,120.0,55.7,222.0
M07,2023-02-12,222.0,0.0,20.9,201.1
M07,2023-02-19,201.1,0.0,30.5,170.7
M07,2023-02-26,170.7,0.0,24.8,145.9
M07,2023-03-05,145.9,0.0,18.3,127.6
M07,2023-03-12,127.6,120.0,18.0,229.6
M07,2023-03-19,229.6,0.0,24.8,204.8
M07,2023-03-26,204.8,0.0,18.8,186.0
M07,2023-04-02,186.0,0.0,22.1,163.9
M07,2023-04-09,163.9,0.0,21.3,142.6
M07,2023-04-16,142.6,100.0,22.5,220.1
M07,2023-04-23,220.1,0.0,22.1,198.0
M07,2023-04-30,198.0,0.0,18.8,179.2
M07,2023-05-07,179.2,0.0,22.3,156.9
M07,2023-05-14,156.9,0.0,25.1,131.7
M07,2023-05-21,131.7,110.0,24.8,217.0
M07,2023-05-28,217.0,0.0,14.2,202.7
M07,2023-06-04,202.7,0.0,26.0,176.7
M07,2023-06-11,176.7,0.0,26.4,150.3
M07,2023-06-18,150.3,0.0,25.8,124.6
M07,2023-06-25,124.6,130.0,21.1,233.5
M07,2023-07-02,233.5,0.0,29.0,204.5
M07,2023-07-09,204.5,0.0,27.9,176.5
M07,2023-07-16,176.5,0.0,26.4,150.1
M07,2023-07-23,150.1,110.0,27.0,233.2
M07,2023-07-30,233.2,0.0,30.7,202.5
M07,2023-08-06,202.5,0.0,30.9,171.6
M07,2023-08-13,171.6,0.0,32.7,138.9
M07,2023-08-20,138.9,110.0,21.2,227.7
M07,2023-08-27,227.7,0.0,24.2,203.5
M07,2023-09-03,203.5,0.0,18.8,184.7
M07,2023-09-10,184.7,0.0,26.8,158.0
M07,2023-09-17,158.0,120.0,40.7,237.2
M07,2023-09-24,237.2,0.0,38.0,199.2
M07,2023-10-01,199.2,0.0,44.5,154.7
M07,2023-10-08,154.7,0.0,30.1,124.6
M07,2023-10-15,124.6,140.0,60.8,203.8
M07,2023-10-22,203.8,140.0,81.5,262.4
M07,2023-10-29,262.4,0.0,65.4,197.0
M07,2023-11-05,197.0,150.0,74.4,272.6
M07,2023-11-12,272.6,0.0,70.0,202.6
M07,2023-11-19,202.6,120.0,63.4,259.2
M07,2023-11-26,259.2,0.0,58.0,201.2
M07,2023-12-03,201.2,140.0,63.3,277.9
M07,2023-12-10,277.9,0.0,72.6,205.3
M07,2023-12-17,205.3,120.0,55.5,269.7
M07,2023-12-24,269.7,0.0,70.5,199.2
M07,2023-12-31,199.2,110.0,68.7,240.6
M07,2024-01-07,240.6,0.0,41.1,199.5
M07,2024-01-14,199.5,160.0,71.8,287.6
M07,2024-01-21,287.6,0.0,87.9,199.8
M07,2024-01-28,199.8,160.0,77.7,282.0
M07,2024-02-04,282.0,0.0,81.5,200.5
M07,2024-02-11,200.5,0.0,54.3,146.3
M07,2024-02-18,146.3,110.0,28.0,228.3
M07,2024-02-25,228.3,0.0,24.8,203.6
M07,2024-03-03,203.6,0.0,27.0,176.6
M07,2024-03-10,176.6,0.0,19.9,156.6
M07,2024-03-17,156.6,0.0,24.0,132.6
M07,2024-03-24,132.6,0.0,31.1,101.5
M07,2024-03-31,101.5,120.0,21.1,200.4
M07,2024-04-07,200.4,0.0,27.9,172.5
M07,2024-04-14,172.5,0.0,23.7,148.8
M07,2024-04-21,148.8,0.0,31.0,117.8
M07,2024-04-28,117.8,130.0,19.3,228.5
M07,2024-05-05,228.5,0.0,28.3,200.2
M07,2024-05-12,200.2,0.0,18.5,181.8
M07,2024-05-19,181.8,0.0,23.0,158.8
M07,2024-05-26,158.8,0.0,28.9,129.9
M07,2024-06-02,129.9,110.0,39.5,200.4
M07,2024-06-09,200.4,0.0,32.8,167.6
M07,2024-06-16,167.6,0.0,28.5,139.1
M07,2024-06-23,139.1,130.0,25.7,243.4
M07,2024-06-30,243.4,0.0,42.5,200.9
M07,2024-07-07,200.9,0.0,32.6,168.3
M07,2024-07-14,168.3,0.0,35.1,133.2
M07,2024-07-21,133.2,130.0,23.1,240.0
M07,2024-07-28,240.0,0.0,36.9,203.1
M07,2024-08-04,203.1,0.0,29.8,173.4
