BatchID,ProductID,ProductionWeekEnd,QuantityProduced,RejectQty,GoodQty,RawMaterialCost,LaborCost,OverheadCost,TotalProductionCost,UnitProductionCost
B000849,P006,2023-05-07,108,2,106,3321.0,498.15,332.1,4151.25,38.44
B000850,P006,2023-05-14,216,4,212,6642.0,996.3,664.2,8302.5,38.44
B000851,P006,2023-05-21,281,6,275,8640.75,1296.11,864.08,10800.94,38.44
B000852,P006,2023-05-28,304,6,298,9348.0,1402.2,934.8,11685.0,38.44
B000853,P006,2023-06-04,301,6,295,9255.75,1388.36,925.58,11569.69,38.44
B000854,P006,2023-06-11,200,4,196,6150.0,922.5,615.0,7687.5,38.44
B000855,P006,2023-06-18,254,5,249,7810.5,1171.58,781.05,9763.13,38.44
B000856,P006,2023-06-25,258,5,253,7933.5,1190.02,793.35,9916.87,38.44
B000857,P006,2023-07-02,348,7,341,10701.0,1605.15,1070.1,13376.25,38.44
B000858,P006,2023-07-09,336,7,329,10332.0,1549.8,1033.2,12915.0,38.44
B000859,P006,2023-07-16,256,5,251,7872.0,1180.8,787.2,9840.0,38.44
B000860,P006,2023-07-23,283,6,277,8702.25,1305.34,870.22,10877.81,38.44
B000861,P006,2023-07-30,270,5,265,8302.5,1245.38,830.25,10378.13,38.44
B000862,P006,2023-08-06,421,8,413,12945.75,1941.86,1294.58,16182.19,38.44
B000863,P006,2023-08-13,267,5,262,8210.25,1231.54,821.03,10262.82,38.44
B000864,P006,2023-08-20,352,7,345,10824.0,1623.6,1082.4,13530.0,38.44
B000865,P006,2023-08-27,283,6,277,8702.25,1305.34,870.22,10877.81,38.44
B000866,P006,2023-09-03,196,4,192,6027.0,904.05,602.7,7533.75,38.44
B000867,P006,2023-09-10,300,6,294,9225.0,1383.75,922.5,11531.25,38.44
B000868,P006,2023-09-17,136,3,133,4182.0,627.3,418.2,5227.5,38.44
B000869,P006,2023-09-24,148,3,145,4551.0,682.65,455.1,5688.75,38.44
B000870,P006,2023-10-01,157,3,154,4827.75,724.16,482.78,6034.69,38.44
B000871,P006,2023-10-08,99,2,97,3044.25,456.64,304.42,3805.31,38.44
B000872,P006,2023-10-15,166,3,163,5104.5,765.68,510.45,6380.63,38.44
B000873,P006,2023-10-22,134,3,131,4120.5,618.07,412.05,5150.62,38.44
B000874,P006,2023-10-29,74,1,73,2275.5,341.32,227.55,2844.37,38.44
B000875,P006,2023-11-05,68,1,67,2091.0,313.65,209.1,2613.75,38.44
B000876,P006,2023-11-12,132,3,129,4059.0,608.85,405.9,5073.75,38.44
B000877,P006,2023-11-19,74,1,73,2275.5,341.32,227.55,2844.37,38.44
B000878,P006,2023-11-26,55,1,54,1691.25,253.69,169.12,2114.06,38.44
B000879,P006,2023-12-03,103,2,101,3167.25,475.09,316.73,3959.07,38.44
B000880,P006,2023-12-10,51,1,50,1568.25,235.24,156.83,1960.32,38.44
B000881,P006,2023-12-17,82,2,80,2521.5,378.22,252.15,3151.87,38.44
B000882,P006,2023-12-24,78,2,76,2398.5,359.78,239.85,2998.13,38.44
B000883,P006,2023-12-31,103,2,101,3167.25,475.09,316.73,3959.07,38.44
B000884,P006,2024-01-07,63,1,62,1937.25,290.59,193.73,2421.57,38.44
B000885,P006,2024-01-14,83,2,81,2552.25,382.84,255.23,3190.32,38.44
B000886,P006,2024-01-21,82,2,80,2521.5,378.22,252.15,3151.87,38.44
B000887,P006,2024-01-28,106,2,104,3259.5,488.92,325.95,4074.37,38.44
B000888,P006,2024-02-04,76,2,74,2337.0,350.55,233.7,2921.25,38.44
B000889,P006,2024-02-11,94,2,92,2890.5,433.58,289.05,3613.13,38.44
B000890,P006,2024-02-18,144,3,141,4428.0,664.2,442.8,5535.0,38.44
B000891,P006,2024-02-25,155,3,152,4766.25,714.94,476.62,5957.81,38.44
B000892,P006,2024-03-03,166,3,163,5104.5,765.68,510.45,6380.63,38.44
B000893,P006,2024-03-10,97,2,95,2982.75,447.41,298.28,3728.44,38.44
B000894,P006,2024-03-17,156,3,153,4797.0,719.55,479.7,5996.25,38.44
B000895,P006,2024-03-24,213,4,209,6549.75,982.46,654.98,8187.19,38.44
B000896,P006,2024-03-31,166,3,163,5104.5,765.68,510.45,6380.63,38.44
B000897,P006,2024-04-07,232,5,227,7134.0,1070.1,713.4,8917.5,38.44
B000898,P006,2024-04-14,121,2,119,3720.75,558.11,372.08,4650.94,38.44
B000899,P006,2024-04-21,143,3,140,4397.25,659.59,439.72,5496.56,38.44
B000900,P006,2024-04-28,207,4,203,6365.25,954.79,636.53,7956.57,38.44
B000901,P006,2024-05-05,226,5,221,6949.5,1042.42,694.95,8686.87,38.44
B000902,P006,2024-05-12,177,4,173,5442.75,816.41,544.28,6803.44,38.44
B000903,P006,2024-05-19,333,7,326,10239.75,1535.96,1023.98,12799.69,38.44
B000904,P006,2024-05-26,423,8,415,13007.25,1951.09,1300.73,16259.07,38.44
B000905,P006,2024-06-02,384,8,376,11808.0,1771.2,1180.8,14760.0,38.44
B000906,P006,2024-06-09,496,10,486,15252.0,2287.8,1525.2,19065.0,38.44
B000907,P006,2024-06-16,429,9,420,13191.75,1978.76,1319.18,16489.69,38.44
B000908,P006,2024-06-23,363,7,356,11162.25,1674.34,1116.23,13952.82,38.44
B000909,P006,2024-06-30,417,8,409,12822.75,1923.41,1282.28,16028.44,38.44
B000910,P006,2024-07-07,252,5,247,7749.0,1162.35,774.9,9686.25,38.44
B000911,P006,2024-07-14,310,6,304,9532.5,1429.88,953.25,11915.63,38.44
B000912,P006,2024-07-21,413,8,405,12699.75,1904.96,1269.98,15874.69,38.44
B000913,P006,2024-07-28,396,8,388,12177.0,1826.55,1217.7,15221.25,38.44
B000914,P006,2024-08-04,405,8,397,12453.75,1868.06,1245.38,15567.19,38.44
B000915,P006,2024-08-11,396,8,388,12177.0,1826.55,1217.7,15221.25,38.44
B000916,P006,2024-08-18,299,6,293,9194.25,1379.14,919.42,11492.81,38.44
B000917,P006,2024-08-25,339,7,332,10424.25,1563.64,1042.42,13030.31,38.44
B000918,P006,2024-09-01,396,8,388,12177.0,1826.55,1217.7,15221.25,38.44
B000919,P006,2024-09-08,421,8,413,12945.75,1941.86,1294.58,16182.19,38.44
B000920,P006,2024-09-15,155,3,152,4766.25,714.94,476.62,5957.81,38.44
B000921,P006,2024-09-22,218,4,214,6703.5,1005.52,670.35,8379.37,38.44
B000922,P006,2024-09-29,134,3,131,4120.5,618.07,412.05,5150.62,38.44
B000923,P006,2024-10-06,215,4,211,6611.25,991.69,661.12,8264.06,38.44
B000924,P006,2024-10-13,73,1,72,2244.75,336.71,224.48,2805.94,38.44
B000925,P006,2024-10-20,113,2,111,3474.75,521.21,347.48,4343.44,38.44
B000926,P006,2024-10-27,95,2,93,2921.25,438.19,292.12,3651.56,38.44
B000927,P006,2024-11-03,106,2,104,3259.5,488.92,325.95,4074.37,38.44
B000928,P006,2024-11-10,103,2,101,3167.25,475.09,316.73,3959.07,38.44
B000929,P006,2024-11-17,92,2,90,2829.0,424.35,282.9,3536.25,38.44
B000930,P006,2024-11-24,80,2,78,2460.0,369.0,246.0,3075.0,38.44
B000931,P006,2024-12-01,110,2,108,3382.5,507.38,338.25,4228.13,38.44
B000932,P006,2024-12-08,123,2,121,3782.25,567.34,378.22,4727.81,38.44
B000933,P006,2024-12-15,35,1,34,1076.25,161.44,107.62,1345.31,38.44
B000934,P006,2024-12-22,116,2,114,3567.0,535.05,356.7,4458.75,38.44
B000935,P006,2024-12-29,123,2,121,3782.25,567.34,378.22,4727.81,38.44
B000936,P006,2025-01-05,289,6,283,8886.75,1333.01,888.68,11108.44,38.44
B000937,P007,2022-01-02,310,6,304,10090.5,1513.58,1009.05,12613.13,40.69
B000938,P007,2022-01-09,369,7,362,12010.95,1801.64,1201.1,15013.69,40.69
B000939,P007,2022-01-16,180,4,176,5859.0,878.85,585.9,7323.75,40.69
B000940,P007,2022-01-23,284,6,278,9244.2,1386.63,924.42,11555.25,40.69
B000941,P007,2022-01-30,197,4,193,6412.35,961.85,641.24,8015.44,40.69
B000942,P007,2022-02-06,196,4,192,6379.8,956.97,637.98,7974.75,40.69
B000943,P007,2022-02-13,54,1,53,1757.7,263.65,175.77,2197.12,40.69
B000944,P007,2022-02-20,32,1,31,1041.6,156.24,104.16,1302.0,40.69
B000945,P007,2022-02-27,161,3,158,5240.55,786.08,524.06,6550.69,40.69
B000946,P007,2022-03-06,53,1,52,1725.15,258.77,172.52,2156.44,40.69
B000947,P007,2022-03-13,40,1,39,1302.0,195.3,130.2,1627.5,40.69
B000948,P007,2022-03-20,57,1,56,1855.35,278.3,185.54,2319.19,40.69
B000949,P007,2022-03-27,110,2,108,3580.5,537.07,358.05,4475.62,40.69
B000950,P007,2022-04-03,78,2,76,2538.9,380.84,253.89,3173.63,40.69
B000951,P007,2022-04-10,42,1,41,1367.1,205.06,136.71,1708.87,40.69
B000952,P007,2022-04-17,78,2,76,2538.9,380.84,253.89,3173.63,40.69
B000953,P007,2022-04-24,58,1,57,1887.9,283.18,188.79,2359.87,40.69
B000954,P007,2022-05-01,93,2,91,3027.15,454.07,302.72,3783.94,40.69
B000955,P007,2022-05-08,67,1,66,2180.85,327.13,218.08,2726.06,40.69
B000956,P007,2022-05-15,59,1,58,1920.45,288.07,192.04,2400.56,40.69
B000957,P007,2022-05-22,119,2,117,3873.45,581.02,387.34,4841.81,40.69
B000958,P007,2022-05-29,95,2,93,3092.25,463.84,309.23,3865.32,40.69
B000959,P007,2022-06-05,137,3,134,4459.35,668.9,445.94,5574.19,40.69
B000960,P007,2022-06-12,107,2,105,3482.85,522.43,348.28,4353.56,40.69
B000961,P007,2022-06-19,63,1,62,2050.65,307.6,205.07,2563.32,40.69
B000962,P007,2022-06-26,95,2,93,3092.25,463.84,309.23,3865.32,40.69
B000963,P007,2022-07-03,88,2,86,2864.4,429.66,286.44,3580.5,40.69
B000964,P007,2022-07-10,63,1,62,2050.65,307.6,205.07,2563.32,40.69
B000965,P007,2022-07-17,95,2,93,3092.25,463.84,309.23,3865.32,40.69
B000966,P007,2022-07-24,60,1,59,1953.0,292.95,195.3,2441.25,40.69
B000967,P007,2022-07-31,107,2,105,3482.85,522.43,348.28,4353.56,40.69
B000968,P007,2022-08-07,154,3,151,5012.7,751.9,501.27,6265.87,40.69
B000969,P007,2022-08-14,95,2,93,3092.25,463.84,309.23,3865.32,40.69
B000970,P007,2022-08-21,83,2,81,2701.65,405.25,270.17,3377.07,40.69
B000971,P007,2022-08-28,105,2,103,3417.75,512.66,341.78,4272.19,40.69
B000972,P007,2022-09-04,128,3,125,4166.4,624.96,416.64,5208.0,40.69
B000973,P007,2022-09-11,150,3,147,4882.5,732.38,488.25,6103.13,40.69
B000974,P007,2022-09-18,154,3,151,5012.7,751.9,501.27,6265.87,40.69
B000975,P007,2022-09-25,132,3,129,4296.6,644.49,429.66,5370.75,40.69
B000976,P007,2022-10-02,171,3,168,5566.05,834.91,556.6,6957.56,40.69
B000977,P007,2022-10-09,204,4,200,6640.2,996.03,664.02,8300.25,40.69
B000978,P007,2022-10-16,237,5,232,7714.35,1157.15,771.44,9642.94,40.69
B000979,P007,2022-10-23,260,5,255,8463.0,1269.45,846.3,10578.75,40.69
B000980,P007,2022-10-30,218,4,214,7095.9,1064.38,709.59,8869.87,40.69
B000981,P007,2022-11-06,190,4,186,6184.5,927.68,618.45,7730.63,40.69
B000982,P007,2022-11-13,170,3,167,5533.5,830.02,553.35,6916.87,40.69
B000983,P007,2022-11-20,201,4,197,6542.55,981.38,654.26,8178.19,40.69
B000984,P007,2022-11-27,230,5,225,7486.5,1122.97,748.65,9358.12,40.69
B000985,P007,2022-12-04,219,4,215,7128.45,1069.27,712.84,8910.56,40.69
B000986,P007,2022-12-11,302,6,296,9830.1,1474.52,983.01,12287.63,40.69
B000987,P007,2022-12-18,278,6,272,9048.9,1357.33,904.89,11311.12,40.69
B000988,P007,2022-12-25,229,5,224,7453.95,1118.09,745.4,9317.44,40.69
B000989,P007,2023-01-01,349,7,342,11359.95,1703.99,1136.0,14199.94,40.69
B000990,P007,2023-01-08,245,5,240,7974.75,1196.21,797.48,9968.44,40.69
B000991,P007,2023-01-15,246,5,241,8007.3,1201.1,800.73,10009.13,40.69
B000992,P007,2023-01-22,130,3,127,4231.5,634.72,423.15,5289.37,40.69
B000993,P007,2023-01-29,278,6,272,9048.9,1357.33,904.89,11311.12,40.69
B000994,P007,2023-02-05,255,5,250,8300.25,1245.04,830.03,10375.32,40.69
B000995,P007,2023-02-12,101,2,99,3287.55,493.13,328.76,4109.44,40.69
B000996,P007,2023-02-19,69,1,68,2245.95,336.89,224.6,2807.44,40.69
B000997,P007,2023-02-26,91,2,89,2962.05,444.31,296.21,3702.57,40.69
B000998,P007,2023-03-05,103,2,101,3352.65,502.9,335.27,4190.82,40.69
B000999,P007,2023-03-12,76,2,74,2473.8,371.07,247.38,3092.25,40.69
B001000,P007,2023-03-19,105,2,103,3417.75,512.66,341.78,4272.19,40.69
B001001,P007,2023-03-26,112,2,110,3645.6,546.84,364.56,4557.0,40.69
B001002,P007,2023-04-02,112,2,110,3645.6,546.84,364.56,4557.0,40.69
B001003,P007,2023-04-09,104,2,102,3385.2,507.78,338.52,4231.5,40.69
B001004,P007,2023-04-16,109,2,107,3547.95,532.19,354.8,4434.94,40.69
B001005,P007,2023-04-23,79,2,77,2571.45,385.72,257.14,3214.31,40.69
B001006,P007,2023-04-30,83,2,81,2701.65,405.25,270.17,3377.07,40.69
B001007,P007,2023-05-07,92,2,90,2994.6,449.19,299.46,3743.25,40.69
B001008,P007,2023-05-14,94,2,92,3059.7,458.96,305.97,3824.63,40.69
B001009,P007,2023-05-21,120,2,118,3906.0,585.9,390.6,4882.5,40.69
B001010,P007,2023-05-28,114,2,112,3710.7,556.6,371.07,4638.37,40.69
B001011,P007,2023-06-04,79,2,77,2571.45,385.72,257.14,3214.31,40.69
B001012,P007,2023-06-11,89,2,87,2896.95,434.54,289.7,3621.19,40.69
B001013,P007,2023-06-18,101,2,99,3287.55,493.13,328.76,4109.44,40.69
B001014,P007,2023-06-25,69,1,68,2245.95,336.89,224.6,2807.44,40.69
B001015,P007,2023-07-02,123,2,121,4003.65,600.55,400.36,5004.56,40.69
B001016,P007,2023-07-09,134,3,131,4361.7,654.26,436.17,5452.13,40.69
B001017,P007,2023-07-16,105,2,103,3417.75,512.66,341.78,4272.19,40.69
B001018,P007,2023-07-23,147,3,144,4784.85,717.73,478.49,5981.07,40.69
B001019,P007,2023-07-30,144,3,141,4687.2,703.08,468.72,5859.0,40.69
B001020,P007,2023-08-06,103,2,101,3352.65,502.9,335.27,4190.82,40.69
B001021,P007,2023-08-13,73,1,72,2376.15,356.42,237.62,2970.19,40.69
B001022,P007,2023-08-20,71,1,70,2311.05,346.66,231.1,2888.81,40.69
B001023,P007,2023-08-27,133,3,130,4329.15,649.37,432.92,5411.44,40.69
B001024,P007,2023-09-03,79,2,77,2571.45,385.72,257.14,3214.31,40.69
B001025,P007,2023-09-10,115,2,113,3743.25,561.49,374.33,4679.07,40.69
B001026,P007,2023-09-17,120,2,118,3906.0,585.9,390.6,4882.5,40.69
B001027,P007,2023-09-24,153,3,150,4980.15,747.02,498.02,6225.19,40.69
B001028,P007,2023-10-01,192,4,188,6249.6,937.44,624.96,7812.0,40.69
B001029,P007,2023-10-08,170,3,167,5533.5,830.02,553.35,6916.87,40.69
B001030,P007,2023-10-15,233,5,228,7584.15,1137.62,758.42,9480.19,40.69
B001031,P007,2023-10-22,321,6,315,10448.55,1567.28,1044.86,13060.69,40.69
B001032,P007,2023-10-29,251,5,246,8170.05,1225.51,817.01,10212.57,40.69
B001033,P007,2023-11-05,402,8,394,13085.1,1962.76,1308.51,16356.37,40.69
B001034,P007,2023-11-12,328,7,321,10676.4,1601.46,1067.64,13345.5,40.69
B001035,P007,2023-11-19,306,6,300,9960.3,1494.04,996.03,12450.37,40.69
B001036,P007,2023-11-26,274,5,269,8918.7,1337.8,891.87,11148.37,40.69
B001037,P007,2023-12-03,311,6,305,10123.05,1518.46,1012.3,12653.81,40.69
B001038,P007,2023-12-10,248,5,243,8072.4,1210.86,807.24,10090.5,40.69
B001039,P007,2023-12-17,227,5,222,7388.85,1108.33,738.89,9236.07,40.69
B001040,P007,2023-12-24,294,6,288,9569.7,1435.46,956.97,11962.13,40.69
B001041,P007,2023-12-31,290,6,284,9439.5,1415.92,943.95,11799.37,40.69
B001042,P007,2024-01-07,347,7,340,11294.85,1694.23,1129.49,14118.57,40.69
B001043,P007,2024-01-14,206,4,202,6705.3,1005.8,670.53,8381.63,40.69
B001044,P007,2024-01-21,330,7,323,10741.5,1611.22,1074.15,13426.87,40.69
B001045,P007,2024-01-28,249,5,244,8104.95,1215.74,810.5,10131.19,40.69
B001046,P007,2024-02-04,325,6,319,10578.75,1586.81,1057.88,13223.44,40.69
B001047,P007,2024-02-11,183,4,179,5956.65,893.5,595.66,7445.81,40.69
B001048,P007,2024-02-18,115,2,113,3743.25,561.49,374.33,4679.07,40.69
B001049,P007,2024-02-25,68,1,67,2213.4,332.01,221.34,2766.75,40.69
B001050,P007,2024-03-03,141,3,138,4589.55,688.43,458.96,5736.94,40.69
B001051,P007,2024-03-10,124,2,122,4036.2,605.43,403.62,5045.25,40.69
B001052,P007,2024-03-17,105,2,103,3417.75,512.66,341.78,4272.19,40.69
B001053,P007,2024-03-24,132,3,129,4296.6,644.49,429.66,5370.75,40.69
B001054,P007,2024-03-31,66,1,65,2148.3,322.24,214.83,2685.37,40.69
B001055,P007,2024-04-07,91,2,89,2962.05,444.31,296.21,3702.57,40.69
B001056,P007,2024-04-14,93,2,91,3027.15,454.07,302.72,3783.94,40.69
B001057,P007,2024-04-21,139,3,136,4524.45,678.67,452.44,5655.56,40.69
B001058,P007,2024-04-28,91,2,89,2962.05,444.31,296.21,3702.57,40.69
B001059,P007,2024-05-05,130,3,127,4231.5,634.72,423.15,5289.37,40.69
B001060,P007,2024-05-12,142,3,139,4622.1,693.32,462.21,5777.63,40.69
B001061,P007,2024-05-19,155,3,152,5045.25,756.79,504.52,6306.56,40.69
B001062,P007,2024-05-26,140,3,137,4557.0,683.55,455.7,5696.25,40.69
B001063,P007,2024-06-02,174,3,171,5663.7,849.56,566.37,7079.63,40.69
B001064,P007,2024-06-09,157,3,154,5110.35,766.55,511.04,6387.94,40.69
B001065,P007,2024-06-16,118,2,116,3840.9,576.14,384.09,4801.13,40.69
B001066,P007,2024-06-23,77,2,75,2506.35,375.95,250.64,3132.94,40.69
B001067,P007,2024-06-30,169,3,166,5500.95,825.14,550.1,6876.19,40.69
B001068,P007,2024-07-07,124,2,122,4036.2,605.43,403.62,5045.25,40.69
B001069,P007,2024-07-14,150,3,147,4882.5,732.38,488.25,6103.13,40.69
B001070,P007,2024-07-21,132,3,129,4296.6,644.49,429.66,5370.75,40.69
B001071,P007,2024-07-28,134,3,131,4361.7,654.26,436.17,5452.13,40.69
B001072,P007,2024-08-04,132,3,129,4296.6,644.49,429.66,5370.75,40.69
B001073,P007,2024-08-11,138,3,135,4491.9,673.78,449.19,5614.87,40.69
B001074,P007,2024-08-18,130,3,127,4231.5,634.72,423.15,5289.37,40.69
B001075,P007,2024-08-25,155,3,152,5045.25,756.79,504.52,6306.56,40.69
B001076,P007,2024-09-01,134,3,131,4361.7,654.26,436.17,5452.13,40.69
B001077,P007,2024-09-08,158,3,155,5142.9,771.44,514.29,6428.63,40.69
B001078,P007,2024-09-15,170,3,167,5533.5,830.02,553.35,6916.87,40.69
B001079,P007,2024-09-22,175,4,171,5696.25,854.44,569.62,7120.31,40.69
B001080,P007,2024-09-29,117,2,115,3808.35,571.25,380.84,4760.44,40.69
B001081,P007,2024-10-06,285,6,279,9276.75,1391.51,927.68,11595.94,40.69
B001082,P007,2024-10-13,255,5,250,8300.25,1245.04,830.03,10375.32,40.69
B001083,P007,2024-10-20,366,7,359,11913.3,1787.0,1191.33,14891.63,40.69
B001084,P007,2024-10-27,326,7,319,10611.3,1591.7,1061.13,13264.13,40.69
B001085,P007,2024-11-03,393,8,385,12792.15,1918.82,1279.22,15990.19,40.69
B001086,P007,2024-11-10,366,7,359,11913.3,1787.0,1191.33,14891.63,40.69
B001087,P007,2024-11-17,337,7,330,10969.35,1645.4,1096.94,13711.69,40.69
B001088,P007,2024-11-24,276,6,270,8983.8,1347.57,898.38,11229.75,40.69
B001089,P007,2024-12-01,278,6,272,9048.9,1357.33,904.89,11311.12,40.69
B001090,P007,2024-12-08,298,6,292,9699.9,1454.98,969.99,12124.87,40.69
B001091,P007,2024-12-15,118,2,116,3840.9,576.14,384.09,4801.13,40.69
B001092,P007,2024-12-22,204,4,200,6640.2,996.03,664.02,8300.25,40.69
B001093,P007,2024-12-29,26,1,25,846.3,126.94,84.63,1057.87,40.69
B001094,P007,2025-01-05,259,5,254,8430.45,1264.57,843.04,10538.06,40.69
B001095,P008,2022-01-16,39,1,38,1316.25,197.44,131.62,1645.31,42.19
B001096,P008,2022-01-23,110,2,108,3712.5,556.88,371.25,4640.63,42.19
B001097,P008,2022-01-30,99,2,97,3341.25,501.19,334.12,4176.56,42.19
B001098,P008,2022-02-06,110,2,108,3712.5,556.88,371.25,4640.63,42.19
B001099,P008,2022-02-13,155,3,152,5231.25,784.69,523.12,6539.06,42.19
B001100,P008,2022-02-20,145,3,142,4893.75,734.06,489.38,6117.19,42.19
B001101,P008,2022-02-27,172,3,169,5805.0,870.75,580.5,7256.25,42.19
B001102,P008,2022-03-06,112,2,110,3780.0,567.0,378.0,4725.0,42.19
B001103,P008,2022-03-13,127,3,124,4286.25,642.94,428.62,5357.81,42.19
B001104,P008,2022-03-20,119,2,117,4016.25,602.44,401.62,5020.31,42.19
B001105,P008,2022-03-27,136,3,133,4590.0,688.5,459.0,5737.5,42.19
B001106,P008,2022-04-03,137,3,134,4623.75,693.56,462.38,5779.69,42.19
B001107,P008,2022-04-10,136,3,133,4590.0,688.5,459.0,5737.5,42.19
B001108,P008,2022-04-17,111,2,109,3746.25,561.94,374.62,4682.81,42.19
B001109,P008,2022-04-24,136,3,133,4590.0,688.5,459.0,5737.5,42.19
B001110,P008,2022-05-01,201,4,197,6783.75,1017.56,678.38,8479.69,42.19
B001111,P008,2022-05-08,159,3,156,5366.25,804.94,536.62,6707.81,42.19
B001112,P008,2022-05-15,152,3,149,5130.0,769.5,513.0,6412.5,42.19
B001113,P008,2022-05-22,108,2,106,3645.0,546.75,364.5,4556.25,42.19
B001114,P008,2022-05-29,82,2,80,2767.5,415.12,276.75,3459.37,42.19
B001115,P008,2022-06-05,111,2,109,3746.25,561.94,374.62,4682.81,42.19
B001116,P008,2022-06-12,131,3,128,4421.25,663.19,442.12,5526.56,42.19
B001117,P008,2022-06-19,157,3,154,5298.75,794.81,529.88,6623.44,42.19
B001118,P008,2022-06-26,171,3,168,5771.25,865.69,577.12,7214.06,42.19
B001119,P008,2022-07-03,176,4,172,5940.0,891.0,594.0,7425.0,42.19
B001120,P008,2022-07-10,126,3,123,4252.5,637.88,425.25,5315.63,42.19
B001121,P008,2022-07-17,155,3,152,5231.25,784.69,523.12,6539.06,42.19
B001122,P008,2022-07-24,115,2,113,3881.25,582.19,388.12,4851.56,42.19
B001123,P008,2022-07-31,125,2,123,4218.75,632.81,421.88,5273.44,42.19
B001124,P008,2022-08-07,125,2,123,4218.75,632.81,421.88,5273.44,42.19
B001125,P008,2022-08-14,103,2,101,3476.25,521.44,347.62,4345.31,42.19
B001126,P008,2022-08-21,146,3,143,4927.5,739.12,492.75,6159.37,42.19
B001127,P008,2022-08-28,191,4,187,6446.25,966.94,644.62,8057.81,42.19
B001128,P008,2022-09-04,140,3,137,4725.0,708.75,472.5,5906.25,42.19
B001129,P008,2022-09-11,247,5,242,8336.25,1250.44,833.62,10420.31,42.19
B001130,P008,2022-09-18,245,5,240,8268.75,1240.31,826.88,10335.94,42.19
B001131,P008,2022-09-25,281,6,275,9483.75,1422.56,948.38,11854.69,42.19
B001132,P008,2022-10-02,251,5,246,8471.25,1270.69,847.12,10589.06,42.19
B001133,P008,2022-10-09,267,5,262,9011.25,1351.69,901.12,11264.06,42.19
B001134,P008,2022-10-16,151,3,148,5096.25,764.44,509.62,6370.31,42.19
B001135,P008,2022-10-23,147,3,144,4961.25,744.19,496.12,6201.56,42.19
B001136,P008,2022-10-30,178,4,174,6007.5,901.12,600.75,7509.37,42.19
B001137,P008,2022-11-06,165,3,162,5568.75,835.31,556.88,6960.94,42.19
B001138,P008,2022-11-13,145,3,142,4893.75,734.06,489.38,6117.19,42.19
B001139,P008,2022-11-20,160,3,157,5400.0,810.0,540.0,6750.0,42.19
B001140,P008,2022-11-27,115,2,113,3881.25,582.19,388.12,4851.56,42.19
B001141,P008,2022-12-04,120,2,118,4050.0,607.5,405.0,5062.5,42.19
B001142,P008,2022-12-11,213,4,209,7188.75,1078.31,718.88,8985.94,42.19
B001143,P008,2022-12-18,136,3,133,4590.0,688.5,459.0,5737.5,42.19
B001144,P008,2022-12-25,117,2,115,3948.75,592.31,394.88,4935.94,42.19
B001145,P008,2023-01-01,148,3,145,4995.0,749.25,499.5,6243.75,42.19
B001146,P008,2023-01-08,156,3,153,5265.0,789.75,526.5,6581.25,42.19
B001147,P008,2023-01-15,113,2,111,3813.75,572.06,381.38,4767.19,42.19
B001148,P008,2023-01-22,188,4,184,6345.0,951.75,634.5,7931.25,42.19
B001149,P008,2023-01-29,145,3,142,4893.75,734.06,489.38,6117.19,42.19
B001150,P008,2023-02-05,106,2,104,3577.5,536.62,357.75,4471.87,42.19
B001151,P008,2023-02-12,178,4,174,6007.5,901.12,600.75,7509.37,42.19
B001152,P008,2023-02-19,179,4,175,6041.25,906.19,604.12,7551.56,42.19
B001153,P008,2023-02-26,132,3,129,4455.0,668.25,445.5,5568.75,42.19
B001154,P008,2023-03-05,159,3,156,5366.25,804.94,536.62,6707.81,42.19
B001155,P008,2023-03-12,157,3,154,5298.75,794.81,529.88,6623.44,42.19
B001156,P008,2023-03-19,114,2,112,3847.5,577.12,384.75,4809.37,42.19
B001157,P008,2023-03-26,133,3,130,4488.75,673.31,448.88,5610.94,42.19
B001158,P008,2023-04-02,211,4,207,7121.25,1068.19,712.12,8901.56,42.19
B001159,P008,2023-04-09,157,3,154,5298.75,794.81,529.88,6623.44,42.19
B001160,P008,2023-04-16,159,3,156,5366.25,804.94,536.62,6707.81,42.19
B001161,P008,2023-04-23,196,4,192,6615.0,992.25,661.5,8268.75,42.19
B001162,P008,2023-04-30,191,4,187,6446.25,966.94,644.62,8057.81,42.19
B001163,P008,2023-05-07,152,3,149,5130.0,769.5,513.0,6412.5,42.19
B001164,P008,2023-05-14,205,4,201,6918.75,1037.81,691.88,8648.44,42.19
B001165,P008,2023-05-21,193,4,189,6513.75,977.06,651.38,8142.19,42.19
B001166,P008,2023-05-28,103,2,101,3476.25,521.44,347.62,4345.31,42.19
B001167,P008,2023-06-04,156,3,153,5265.0,789.75,526.5,6581.25,42.19
B001168,P008,2023-06-11,146,3,143,4927.5,739.12,492.75,6159.37,42.19
B001169,P008,2023-06-18,119,2,117,4016.25,602.44,401.62,5020.31,42.19
B001170,P008,2023-06-25,127,3,124,4286.25,642.94,428.62,5357.81,42.19
B001171,P008,2023-07-02,160,3,157,5400.0,810.0,540.0,6750.0,42.19
B001172,P008,2023-07-09,134,3,131,4522.5,678.38,452.25,5653.13,42.19
B001173,P008,2023-07-16,113,2,111,3813.75,572.06,381.38,4767.19,42.19
B001174,P008,2023-07-23,67,1,66,2261.25,339.19,226.12,2826.56,42.19
B001175,P008,2023-07-30,162,3,159,5467.5,820.12,546.75,6834.37,42.19
B001176,P008,2023-08-06,165,3,162,5568.75,835.31,556.88,6960.94,42.19
